"Variant SKU",handle,Command,"Body HTML","Image Command","Inventory Available:Sapphire Dreams Head Office","Tags Command",Tags,Title,Type,"Variant Cost","Variant Image","Variant Price","Variant Command",Vendor,"Image Src",Status,"Variant Inventory Policy",Metafield:custom.metal_colour,Metafield:custom.metal_info,Metafield:custom.stone_info,Metafield:custom.stone_shape,Metafield:title_tag,Metafield:custom.certification,Metafield:custom.specifications,Metafield:custom.stone_colour,Metafield:custom.stone_specifications,"Variant Inventory Tracker","Variant Fulfillment Service"
SDW-OVAPRY001,nyra-yellow-9ct-rose-gold-ring-sdw-ovapry001,MERGE,"The Nyra ring is modern and vibrant, featuring angled oval yellow sapphires, in an alternating design, for a unique touch. Crafted in rose gold, this piece is trendy and easy to style.",REPLACE,5,REPLACE,"Yellow, Oval, Rings, Rose Gold, 9ct Rose Gold, Stacker, band, wedding, stackable,christmas2023
, 1.00ct - 1.49ct","Nyra Ring",Rings,272.49,https://samsgroup.info/pim-images/SDW-OVAPRY001.jpg,1550.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-OVAPRY001.jpg;https://samsgroup.info/pim-images/SDW-OVAPRY001_4.jpg;https://samsgroup.info/pim-images/SDW-OVAPRY001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"Rose Gold","9ct Rose Gold","1.44ct Yellow Sapphire, Oval",Oval,"Nyra Yellow Oval Shape 9ct Rose Gold Ring",NO,"9ct Rose Gold = 2.43gm<br>Yellow Sapphire Oval Cut 5 = 1.44ct avg.<br>",Yellow,,shopify,manual
SDW-OVAPWP001,nyra-parti-9ct-white-gold-ring-sdw-ovapwp001,MERGE,"The Nyra ring is modern and vibrant, featuring angled oval parti sapphires, in an alternating design, for a unique touch. Crafted in white gold, this piece is trendy and easy to style.",REPLACE,4,REPLACE,"Parti, Oval, Rings, White Gold, 9ct White Gold, Stacker, band, wedding, stackable,christmas2023
, 1.00ct - 1.49ct","Nyra Ring",Rings,267.91,https://samsgroup.info/pim-images/SDW-OVAPWP001.jpg,1495.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-OVAPWP001.jpg;https://samsgroup.info/pim-images/SDW-OVAPWP001_4.jpg;https://samsgroup.info/pim-images/SDW-OVAPWP001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"White Gold","9ct White Gold","1.43ct Parti Sapphire, Oval",Oval,"Nyra Parti Oval Shape 9ct White Gold Ring",NO,"9ct White Gold = 2.58gm<br>Parti Sapphire Oval Cut 5 = 1.43ct avg.<br>",Parti,,shopify,manual
SDW-OVAPYG001,nyra-green-9ct-yellow-gold-ring-sdw-ovapyg001,MERGE,"The Nyra ring is modern and vibrant, featuring angled oval green sapphires, in an alternating design, for a unique touch. Crafted in yellow gold, this piece is trendy and easy to style.",REPLACE,4,REPLACE,"Green, Oval, Rings, Yellow Gold, 9ct Yellow Gold, Stacker, band, wedding, stackable,christmas2023
, 1.00ct - 1.49ct","Nyra Ring",Rings,260.03,https://samsgroup.info/pim-images/SDW-OVAPYG001.jpg,1450.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-OVAPYG001.jpg;https://samsgroup.info/pim-images/SDW-OVAPYG001_4.jpg;https://samsgroup.info/pim-images/SDW-OVAPYG001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","1.37ct Green Sapphire, Oval",Oval,"Nyra Green Oval Shape 9ct Yellow Gold Ring",NO,"9ct Yellow Gold = 2.37gm<br>Green Sapphire Oval Cut 5 = 1.37ct avg.<br>",Green,,shopify,manual
SDW-OVAPYP001,nyra-parti-9ct-yellow-gold-ring-sdw-ovapyp001,MERGE,"The Nyra ring is modern and vibrant, featuring angled oval parti sapphires, in an alternating design, for a unique touch. Crafted in yellow gold, this piece is trendy and easy to style.",REPLACE,1,REPLACE,"Parti, Oval, Rings, Yellow Gold, 9ct Yellow Gold, Stacker, band, wedding, stackable,christmas2023
, 1.00ct - 1.49ct","Nyra Ring",Rings,260.78,https://samsgroup.info/pim-images/SDW-OVAPYP001.jpg,1450.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-OVAPYP001.jpg;https://samsgroup.info/pim-images/SDW-OVAPYP001_4.jpg;https://samsgroup.info/pim-images/SDW-OVAPYP001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","1.38ct Parti Sapphire, Oval",Oval,"Nyra Parti Oval Shape 9ct Yellow Gold Ring",NO,"9ct Yellow Gold = 2.34gm<br>Parti Sapphire Oval Cut 5 = 1.38ct avg.<br>",Parti,,shopify,manual
SDW-OVAPYT001,nyra-teal-9ct-yellow-gold-ring-sdw-ovapyt001,MERGE,"The Nyra ring is modern and vibrant, featuring angled oval teal sapphires, in an alternating design, for a unique touch. Crafted in white gold, this piece is trendy and easy to style.",REPLACE,1,REPLACE,"Teal, Oval, Rings, Yellow Gold, 9ct Yellow Gold, Stacker, band, wedding, stackable,christmas2023
, 1.00ct - 1.49ct","Nyra Ring",Rings,266.78,https://samsgroup.info/pim-images/SDW-OVAPYT001.jpg,1495.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-OVAPYT001.jpg;https://samsgroup.info/pim-images/SDW-OVAPYT001_4.jpg;https://samsgroup.info/pim-images/SDW-OVAPYT001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","1.46ct Teal Sapphire, Oval",Oval,"Nyra Teal Oval Shape 9ct Yellow Gold Ring",NO,"9ct Yellow Gold = 2.40gm<br>Teal Sapphire Oval Cut 5 = 1.46ct avg.<br>",Teal,,shopify,manual
SDW-OVAPYY001,nyra-yellow-9ct-yellow-gold-ring-sdw-ovapyy001,MERGE,"The Nyra ring is modern and vibrant, featuring angled oval yellow sapphires, in an alternating design, for a unique touch. Crafted in yellow gold, this piece is trendy and easy to style.",REPLACE,3,REPLACE,"Yellow, Oval, Rings, Yellow Gold, 9ct Yellow Gold, Stacker, band, wedding, stackable,christmas2023
, 1.00ct - 1.49ct","Nyra Ring",Rings,273.28,https://samsgroup.info/pim-images/SDW-OVAPYY001.jpg,1550.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-OVAPYY001.jpg;https://samsgroup.info/pim-images/SDW-OVAPYY001_4.jpg;https://samsgroup.info/pim-images/SDW-OVAPYY001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","1.45ct Yellow Sapphire, Oval",Oval,"Nyra Yellow Oval Shape 9ct Yellow Gold Ring",NO,"9ct Yellow Gold = 2.46gm<br>Yellow Sapphire Oval Cut 5 = 1.45ct avg.<br>",Yellow,,shopify,manual
SDW-OVATRT001,nyra-teal-9ct-rose-gold-ring-sdw-ovatrt001,MERGE,"The Nyra ring is modern and vibrant, featuring angled oval teal sapphires, in an alternating design, for a unique touch. Crafted in rose gold, this piece is trendy and easy to style.",REPLACE,2,REPLACE,"Teal, Oval, Rings, Rose Gold, 9ct Rose Gold, Stacker, band, wedding, stackable,christmas2023
, 1.00ct - 1.49ct","Nyra Ring",Rings,269.03,https://samsgroup.info/pim-images/SDW-OVATRT001.jpg,1495.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-OVATRT001.jpg;https://samsgroup.info/pim-images/SDW-OVATRT001_4.jpg;https://samsgroup.info/pim-images/SDW-OVATRT001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"Rose Gold","9ct Rose Gold","1.49ct Teal Sapphire, Oval",Oval,"Nyra Teal Oval Shape 9ct Rose Gold Ring",NO,"9ct Rose Gold = 2.36gm<br>Teal Sapphire Oval Cut 5 = 1.49ct avg.<br>",Teal,,shopify,manual
SDW-OVATWT001,nyra-teal-9ct-white-gold-ring-sdw-ovatwt001,MERGE,"The Nyra ring is modern and vibrant, featuring angled oval teal sapphires, in an alternating design, for a unique touch. Crafted in white gold, this piece is trendy and easy to style.",REPLACE,3,REPLACE,"Teal, Oval, Rings, White Gold, 9ct White Gold, Stacker, band, wedding, stackable,christmas2023
, 1.00ct - 1.49ct","Nyra Ring",Rings,268.66,https://samsgroup.info/pim-images/SDW-OVATWT001.jpg,1495.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-OVATWT001.jpg;https://samsgroup.info/pim-images/SDW-OVATWT001_4.jpg;https://samsgroup.info/pim-images/SDW-OVATWT001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"White Gold","9ct White Gold","1.44ct Teal Sapphire, Oval",Oval,"Nyra Teal Oval Shape 9ct White Gold Ring",NO,"9ct White Gold = 2.56gm<br>Teal Sapphire Oval Cut 5 = 1.44ct avg.<br>",Teal,,shopify,manual
SDW-OVBPWG002,alegria-green-18ct-white-gold-ring-sdw-ovbpwg002,MERGE,"Stunning and unique, the Alegria ring showcases a stunning colour range of oval cut Australian sapphires separated by petite white diamonds.",REPLACE,2,REPLACE,"Green, Oval, Rings, White Gold, 18ct White Gold, Stacker, band, sapphire and diamond, floral, 1.50ct - 1.99ct","Alegria Ring",Rings,849.25,https://samsgroup.info/pim-images/SDW-OVBPWG002.jpg,3895.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-OVBPWG002.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,active,deny,"White Gold","18ct White Gold","1.74ct Green Sapphire, Oval",Oval,"Alegria Green Oval Shape 18ct White Gold Ring",NO,"18ct White Gold = 3.86gm<br>Green Sapphire Oval Cut 6 = 1.74ct<br>Round Brilliant Cut 5 = 0.07ct F/VS<br>",Green,,shopify,manual
SDW-OVBPWM001,ophelia-multicolour-9ct-white-gold-ring-sdw-ovbpwm001,MERGE,"The Ophelia Ring features a delicate cluster of Australian sapphires in a floral arrangement. This unique design showcases the beautiful colour spectrum of Australian sapphires.
",REPLACE,3,REPLACE,"Multicolour, Multishape, Rings, White Gold, 9ct White Gold, Stacker, set, multicolour, floral, cluster, Less than 1.00ct","Ophelia Ring",Rings,322.03,https://samsgroup.info/pim-images/SDW-OVBPWM001.jpg,1695.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-OVBPWM001.jpg;https://samsgroup.info/pim-images/SDW-OVBPWM001_4.jpg;https://samsgroup.info/pim-images/SDW-OVBPWM001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"White Gold","9ct White Gold","0.09ct Multicolour Sapphire, Multishape",Multishape,"Ophelia Multicolour Multishape Shape 9ct White Gold Ring",NO,"9ct White Gold = 2.08gm<br>Multi Colour and Shape Sapphire 5 = 0.90ct<br>",Multicolour,,shopify,manual
SDW-OVBPWM002,ophelia-multicolour-9ct-white-gold-ring-sdw-ovbpwm002,MERGE,"The Ophelia Ring features a delicate cluster of Australian sapphires in a floral arrangement. This unique design showcases the beautiful colour spectrum of Australian sapphires.
",REPLACE,4,REPLACE,"Multicolour, Multishape, Rings, White Gold, 9ct White Gold, Stacker, set, multicolour, floral, cluster, Less than 1.00ct","Ophelia Ring",Rings,336.83,https://samsgroup.info/pim-images/SDW-OVBPWM002.jpg,1695.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-OVBPWM002.jpg;https://samsgroup.info/pim-images/SDW-OVBPWM002_4.jpg;https://samsgroup.info/pim-images/SDW-OVBPWM002_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"White Gold","9ct White Gold","0.09ct Multicolour Sapphire, Multishape",Multishape,"Ophelia Multicolour Multishape Shape 9ct White Gold Ring",NO,"9ct White Gold = 2.07gm<br>Multi Colour and Shape Sapphire 5 = 0.90ct<br>",Multicolour,,shopify,manual
SDW-OVBPWM003,ophelia-multicolour-9ct-white-gold-ring-sdw-ovbpwm003,MERGE,"The Ophelia Ring features a delicate cluster of Australian sapphires in a floral arrangement. This unique design showcases the beautiful colour spectrum of Australian sapphires.
",REPLACE,2,REPLACE,"Multicolour, Multishape, Rings, White Gold, 9ct White Gold, Stacker, set, multicolour, floral, cluster, Less than 1.00ct","Ophelia Ring",Rings,324.08,https://samsgroup.info/pim-images/SDW-OVBPWM003.jpg,1695.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-OVBPWM003.jpg;https://samsgroup.info/pim-images/SDW-OVBPWM003_4.jpg;https://samsgroup.info/pim-images/SDW-OVBPWM003_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"White Gold","9ct White Gold","0.09ct Multicolour Sapphire, Multishape",Multishape,"Ophelia Multicolour Multishape Shape 9ct White Gold Ring",NO,"9ct White Gold = 2.08gm<br>Multi Colour and Shape Sapphire 5 = 0.93ct<br>",Multicolour,,shopify,manual
SDW-OVBPWM004,ophelia-multicolour-9ct-white-gold-ring-sdw-ovbpwm004,MERGE,"The Ophelia Ring features a delicate cluster of Australian sapphires in a floral arrangement. This unique design showcases the beautiful colour spectrum of Australian sapphires.
",REPLACE,2,REPLACE,"Multicolour, Multishape, Rings, White Gold, 9ct White Gold, Stacker, set, multicolour, floral, cluster, Less than 1.00ct","Ophelia Ring",Rings,318.78,https://samsgroup.info/pim-images/SDW-OVBPWM004.jpg,1695.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-OVBPWM004.jpg;https://samsgroup.info/pim-images/SDW-OVBPWM004_4.jpg;https://samsgroup.info/pim-images/SDW-OVBPWM004_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"White Gold","9ct White Gold","0.09ct Multicolour Sapphire, Multishape",Multishape,"Ophelia Multicolour Multishape Shape 9ct White Gold Ring",NO,"9ct White Gold = 2.06gm<br>Multi Colour and Shape Sapphire 5 = 0.88ct<br>",Multicolour,,shopify,manual
SDW-OVBPWM005,ophelia-multicolour-9ct-white-gold-ring-sdw-ovbpwm005,MERGE,"The Ophelia Ring features a delicate cluster of Australian sapphires in a floral arrangement. This unique design showcases the beautiful colour spectrum of Australian sapphires.
",REPLACE,3,REPLACE,"Multicolour, Multishape, Rings, White Gold, 9ct White Gold, Stacker, set, multicolour, floral, cluster, Less than 1.00ct","Ophelia Ring",Rings,318.78,https://samsgroup.info/pim-images/SDW-OVBPWM005.jpg,1695.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-OVBPWM005.jpg;https://samsgroup.info/pim-images/SDW-OVBPWM005_4.jpg;https://samsgroup.info/pim-images/SDW-OVBPWM005_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"White Gold","9ct White Gold","0.09ct Multicolour Sapphire, Multishape",Multishape,"Ophelia Multicolour Multishape Shape 9ct White Gold Ring",NO,"9ct White Gold = 2.05gm<br>Multi Colour and Shape Sapphire 5 = 0.92ct<br>",Multicolour,,shopify,manual
SDW-OVBPWT001,alegria-teal-18ct-white-gold-ring-sdw-ovbpwt001,MERGE,"Stunning and unique, the Alegria ring showcases a stunning colour range of oval cut Australian sapphires separated by petite white diamonds.",REPLACE,2,REPLACE,"Teal, Oval, Rings, White Gold, 18ct White Gold, Stacker, band, sapphire and diamond, floral, 1.50ct - 1.99ct","Alegria Ring",Rings,845.50,https://samsgroup.info/pim-images/SDW-OVBPWT001.jpg,3895.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-OVBPWT001.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,active,deny,"White Gold","18ct White Gold","1.69ct Teal Sapphire, Oval",Oval,"Alegria Teal Oval Shape 18ct White Gold Ring",NO,"18ct White Gold = 3.90gm<br>Teal Sapphire Oval Cut 6 = 1.69ct<br>Round Brilliant Cut 5 = 0.07ct F/VS<br>",Teal,,shopify,manual
SDW-OVBPWY001,alegria-yellow-18ct-white-gold-ring-sdw-ovbpwy001,MERGE,"Stunning and unique, the Alegria ring showcases a stunning colour range of oval cut Australian sapphires separated by petite white diamonds.",REPLACE,1,REPLACE,"Yellow, Oval, Rings, White Gold, 18ct White Gold, Stacker, band, sapphire and diamond, floral, 1.50ct - 1.99ct","Alegria Ring",Rings,852.35,https://samsgroup.info/pim-images/SDW-OVBPWY001.jpg,3895.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-OVBPWY001.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,active,deny,"White Gold","18ct White Gold","1.67ct Yellow Sapphire, Oval",Oval,"Alegria Yellow Oval Shape 18ct White Gold Ring",NO,"18ct White Gold = 4.03gm<br>Yellow Sapphire Oval Cut 6 = 1.67ct<br>Round Brilliant Cut 5 = 0.07ct F/VS<br>",Yellow,,shopify,manual
SDW-OVBPYG001,alegria-green-18ct-yellow-gold-ring-sdw-ovbpyg001,MERGE,"Stunning and unique, the Alegria ring showcases a stunning colour range of oval cut Australian sapphires separated by petite white diamonds.",REPLACE,2,REPLACE,"Green, Oval, Rings, Yellow Gold, 18ct Yellow Gold, Stacker, band, sapphire and diamond, floral, 1.50ct - 1.99ct","Alegria Ring",Rings,688.59,https://samsgroup.info/pim-images/SDW-OVBPYG001.jpg,3895.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-OVBPYG001.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,active,deny,"Yellow Gold","18ct Yellow Gold","1.74ct Green Sapphire, Oval",Oval,"Alegria Green Oval Shape 18ct Yellow Gold Ring",NO,"18ct Yellow Gold = 3.46gm<br>Green Sapphire Oval Cut 6 = 1.74ct<br>Round Brilliant Cut 5 = 0.07ct F/VS<br>",Green,,shopify,manual
SDW-OVBPYM001,ophelia-multicolour-9ct-yellow-gold-ring-sdw-ovbpym001,MERGE,"The Ophelia Ring features a delicate cluster of Australian sapphires in a floral arrangement. This unique design showcases the beautiful colour spectrum of Australian sapphires.
",REPLACE,2,REPLACE,"Multicolour, Multishape, Rings, Yellow Gold, 9ct Yellow Gold, Stacker, set, multicolour, floral, cluster, Less than 1.00ct","Ophelia Ring",Rings,320.69,https://samsgroup.info/pim-images/SDW-OVBPYM001.jpg,1695.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-OVBPYM001.jpg;https://samsgroup.info/pim-images/SDW-OVBPYM001_4.jpg;https://samsgroup.info/pim-images/SDW-OVBPYM001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","0.09ct Multicolour Sapphire, Multishape",Multishape,"Ophelia Multicolour Multishape Shape 9ct Yellow Gold Ring",NO,"9ct Yellow Gold = 1.93gm<br>Multi Colour and Shape Sapphire 5 = 0.96ct<br>",Multicolour,,shopify,manual
SDW-OVBPYM002,ophelia-multicolour-9ct-yellow-gold-ring-sdw-ovbpym002,MERGE,"The Ophelia Ring features a delicate cluster of Australian sapphires in a floral arrangement. This unique design showcases the beautiful colour spectrum of Australian sapphires.
",REPLACE,1,REPLACE,"Multicolour, Multishape, Rings, Yellow Gold, 9ct Yellow Gold, Stacker, set, multicolour, floral, cluster, Less than 1.00ct","Ophelia Ring",Rings,328.74,https://samsgroup.info/pim-images/SDW-OVBPYM002.jpg,1695.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-OVBPYM002.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","0.09ct Multicolour Sapphire, Multishape",Multishape,"Ophelia Multicolour Multishape Shape 9ct Yellow Gold Ring",NO,"9ct Yellow Gold = 1.98gm<br>Multi Colour and Shape Sapphire 5 = 0.90ct<br>",Multicolour,,shopify,manual
SDW-OVBPYM004,ophelia-multicolour-9ct-yellow-gold-ring-sdw-ovbpym004,MERGE,"The Ophelia Ring features a delicate cluster of Australian sapphires in a floral arrangement. This unique design showcases the beautiful colour spectrum of Australian sapphires.
",REPLACE,1,REPLACE,"Multicolour, Multishape, Rings, Yellow Gold, 9ct Yellow Gold, Stacker, set, multicolour, floral, cluster, Less than 1.00ct","Ophelia Ring",Rings,315.39,https://samsgroup.info/pim-images/SDW-OVBPYM004.jpg,1695.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-OVBPYM004.jpg;https://samsgroup.info/pim-images/SDW-OVBPYM004_4.jpg;https://samsgroup.info/pim-images/SDW-OVBPYM004_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","0.09ct Multicolour Sapphire, Multishape",Multishape,"Ophelia Multicolour Multishape Shape 9ct Yellow Gold Ring",NO,"9ct Yellow Gold = 1.94gm<br>Multi Colour and Shape Sapphire 5 = 0.91ct<br>",Multicolour,,shopify,manual
SDW-OVBPYM005,ophelia-multicolour-9ct-yellow-gold-ring-sdw-ovbpym005,MERGE,"The Ophelia Ring features a delicate cluster of Australian sapphires in a floral arrangement. This unique design showcases the beautiful colour spectrum of Australian sapphires.
",REPLACE,1,REPLACE,"Multicolour, Multishape, Rings, Yellow Gold, 9ct Yellow Gold, Stacker, set, multicolour, floral, cluster, Less than 1.00ct","Ophelia Ring",Rings,320.69,https://samsgroup.info/pim-images/SDW-OVBPYM005.jpg,1695.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-OVBPYM005.jpg;https://samsgroup.info/pim-images/SDW-OVBPYM005_4.jpg;https://samsgroup.info/pim-images/SDW-OVBPYM005_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","0.09ct Multicolour Sapphire, Multishape",Multishape,"Ophelia Multicolour Multishape Shape 9ct Yellow Gold Ring",NO,"9ct Yellow Gold = 1.91gm<br>Multi Colour and Shape Sapphire 5 = 0.93ct<br>",Multicolour,,shopify,manual
SDW-OVBPYP001,alegria-parti-18ct-yellow-gold-ring-sdw-ovbpyp001,MERGE,"Stunning and unique, the Alegria ring showcases a stunning colour range of oval cut Australian sapphires separated by petite white diamonds.",REPLACE,3,REPLACE,"Parti, Oval, Rings, Yellow Gold, 18ct Yellow Gold, Stacker, band, sapphire and diamond, floral, 1.50ct - 1.99ct","Alegria Ring",Rings,724.87,https://samsgroup.info/pim-images/SDW-OVBPYP001.jpg,3895.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-OVBPYP001.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,active,deny,"Yellow Gold","18ct Yellow Gold","1.66ct Parti Sapphire, Oval",Oval,"Alegria Parti Oval Shape 18ct Yellow Gold Ring",NO,"18ct Yellow Gold = 3.51gm<br>Parti Sapphire Oval Cut 6 = 1.66ct<br>Round Brilliant Cut 5 = 0.07ct F/VS<br>",Parti,,shopify,manual
SDW-OVBPYT003,alegria-teal-18ct-yellow-gold-ring-sdw-ovbpyt003,MERGE,"Stunning and unique, the Alegria ring showcases a stunning colour range of oval cut Australian sapphires separated by petite white diamonds.",REPLACE,4,REPLACE,"Teal, Oval, Rings, Yellow Gold, 18ct Yellow Gold, Stacker, band, sapphire and diamond, floral, 1.50ct - 1.99ct","Alegria Ring",Rings,728.62,https://samsgroup.info/pim-images/SDW-OVBPYT003.jpg,3895.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-OVBPYT003.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,active,deny,"Yellow Gold","18ct Yellow Gold","1.71ct Teal Sapphire, Oval",Oval,"Alegria Teal Oval Shape 18ct Yellow Gold Ring",NO,"18ct Yellow Gold = 3.50gm<br>Teal Sapphire Oval Cut 6 = 1.71ct<br>Round Brilliant Cut 5 = 0.07ct F/VS<br>",Teal,,shopify,manual
SDW-OVBPYY001,alegria-yellow-18ct-yellow-gold-ring-sdw-ovbpyy001,MERGE,"Stunning and unique, the Alegria ring showcases a stunning colour range of oval cut Australian sapphires separated by petite white diamonds.",REPLACE,2,REPLACE,"Yellow, Oval, Rings, Yellow Gold, 18ct Yellow Gold, Stacker, band, sapphire and diamond, floral, 1.50ct - 1.99ct","Alegria Ring",Rings,732.37,https://samsgroup.info/pim-images/SDW-OVBPYY001.jpg,3895.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-OVBPYY001.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,active,deny,"Yellow Gold","18ct Yellow Gold","1.65ct Yellow Sapphire, Oval",Oval,"Alegria Yellow Oval Shape 18ct Yellow Gold Ring",NO,"18ct Yellow Gold = 3.54gm<br>Yellow Sapphire Oval Cut 6 = 1.65ct<br>Round Brilliant Cut 5 = 0.07ct F/VS<br>",Yellow,,shopify,manual
SDW-PEAPWB001,nicolette-blue-18ct-white-gold-ring-sdw-peapwb001,MERGE,"Magnificent and grand, the royal inspired Nicolette Ring features exquisite princess cut Blue Australian Sapphires and glistening natural white diamonds set in an intricate pattern. This breath-taking dress ring is crafted in 18ct White Gold, a durable and long lasting metal, a piece that will surely make a statement.",REPLACE,4,REPLACE,"Blue, Princess, Rings, White Gold, 18ct White Gold, Stacker, cluster, sapphire and diamond, Less than 1.00ct","Nicolette Ring",Rings,1250.51,https://samsgroup.info/pim-images/SDW-PEAPWB001.jpg,5695.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-PEAPWB001.jpg;https://samsgroup.info/pim-images/SDW-PEAPWB001_4.jpg;https://samsgroup.info/pim-images/SDW-PEAPWB001_5.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,active,deny,"White Gold","18ct White Gold","0.90ct Blue Sapphire, Princess",Princess,"Nicolette Blue Princess Shape 18ct White Gold Ring",NO,"18ct White Gold = 5.73gm<br>Blue Sapphire Princess Cut 16 = 0.90ct<br>Round Brilliant Cut 27 = 0.34ct F/VS<br>",Blue,,shopify,manual
SDW-PEAPWG001,nicolette-green-18ct-white-gold-ring-sdw-peapwg001,MERGE,"Magnificent and grand, the royal inspired Nicolette Ring features exquisite princess cut Green Australian Sapphires and glistening natural white diamonds set in an intricate pattern. This breath-taking dress ring is crafted in 18ct White Gold, a durable and long lasting metal, a piece that will surely make a statement.",REPLACE,4,REPLACE,"Green, Princess, Rings, White Gold, 18ct White Gold, Stacker, cluster, sapphire and diamond, Less than 1.00ct","Nicolette Ring",Rings,1213.15,https://samsgroup.info/pim-images/SDW-PEAPWG001.jpg,5695.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-PEAPWG001.jpg;https://samsgroup.info/pim-images/SDW-PEAPWG001_4.jpg;https://samsgroup.info/pim-images/SDW-PEAPWG001_5.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,active,deny,"White Gold","18ct White Gold","0.84ct Green Sapphire, Princess",Princess,"Nicolette Green Princess Shape 18ct White Gold Ring",NO,"18ct White Gold = 5.73gm<br>Green Sapphire Princess Cut 16 = 0.84ct<br>Round Brilliant Cut 27 = 0.33ct F/VS<br>",Green,,shopify,manual
