"Variant SKU",handle,Command,"Body HTML","Image Command","Inventory Available:Sapphire Dreams Head Office","Tags Command",Tags,Title,Type,"Variant Cost","Variant Image","Variant Price","Variant Command",Vendor,"Image Src",Status,"Variant Inventory Policy",Metafield:custom.metal_colour,Metafield:custom.metal_info,Metafield:custom.stone_info,Metafield:custom.stone_shape,Metafield:title_tag,Metafield:custom.certification,Metafield:custom.specifications,Metafield:custom.stone_colour,Metafield:custom.stone_specifications,"Variant Inventory Tracker","Variant Fulfillment Service"
SDW-PEAPYT001,nicolette-teal-18ct-yellow-gold-ring-sdw-peapyt001,MERGE,"Magnificent and grand, the royal inspired Nicolette Ring features exquisite princess cut Teal Australian Sapphires and glistening natural white diamonds set in an intricate pattern. This breath-taking dress ring is crafted in 18ct Yellow Gold, a durable and long lasting metal, a piece that will surely make a statement.",REPLACE,5,REPLACE,"Teal, Princess, Rings, Yellow Gold, 18ct Yellow Gold, Stacker, cluster, sapphire and diamond, Less than 1.00ct","Nicolette Ring",Rings,1212.69,https://samsgroup.info/pim-images/SDW-PEAPYT001.jpg,5695.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-PEAPYT001.jpg;https://samsgroup.info/pim-images/SDW-PEAPYT001_4.jpg;https://samsgroup.info/pim-images/SDW-PEAPYT001_5.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,active,deny,"Yellow Gold","18ct Yellow Gold","0.88ct Teal Sapphire, Princess",Princess,"Nicolette Teal Princess Shape 18ct Yellow Gold Ring",NO,"18ct Yellow Gold = 6.30gm<br>Teal Sapphire Princess Cut 16 = 0.88ct<br>Round Brilliant Cut 27 = 0.33ct F/VS<br>",Teal,,shopify,manual
SDW-PRAPRG001,iris-green-9ct-rose-gold-ring-sdw-praprg001,MERGE,"An elegant band of princess cut Australian Sapphires, the Iris ring makes for a beautiful wedding band or addition to your daily style. This piece is crafted in 9 carat White, Rose or Yellow Gold, allowing you to find the perfect match.",REPLACE,1,REPLACE,"Green, Princess, Rings, Rose Gold, 9ct Rose Gold, Stacker, stackable, band, 1.00ct - 1.49ct","Iris Ring",Rings,276.32,https://samsgroup.info/pim-images/SDW-PRAPRG001.jpg,1550.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-PRAPRG001.jpg;https://samsgroup.info/pim-images/SDW-PRAPRG001_4.jpg;https://samsgroup.info/pim-images/SDW-PRAPRG001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"Rose Gold","9ct Rose Gold","1.34ct Green Sapphire, Princess",Princess,"Iris Green Princess Shape 9ct Rose Gold Ring",NO,"9ct Rose Gold = 2.45gm<br>Green Sapphire Princess Cut 7 = 1.34ct avg.<br>",Green,,shopify,manual
SDW-PRAPRY001,iris-yellow-9ct-rose-gold-ring-sdw-prapry001,MERGE,"Vibrant and stylish, the Iris ring features seven princess cut yellow sapphires in a row, set on a rose gold band. This band is the perfect way to add colour to your daily jewellery style or truly stand out as a wedding ring.",REPLACE,1,REPLACE,"Yellow, Princess, Rings, Rose Gold, 9ct Rose Gold, Stacker, stackable, band, 1.00ct - 1.49ct","Iris Ring",Rings,293.32,https://samsgroup.info/pim-images/SDW-PRAPRY001.jpg,1650.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-PRAPRY001.jpg;https://samsgroup.info/pim-images/SDW-PRAPRY001_4.jpg;https://samsgroup.info/pim-images/SDW-PRAPRY001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"Rose Gold","9ct Rose Gold","1.38ct Yellow Sapphire, Princess",Princess,"Iris Yellow Princess Shape 9ct Rose Gold Ring",NO,"9ct Rose Gold = 2.51gm<br>Yellow Sapphire Princess Cut 7 = 1.38ct avg.<br>",Yellow,,shopify,manual
SDW-PRAPWB001,iris-blue-9ct-white-gold-ring-sdw-prapwb001,MERGE,"Vibrant and stylish, the Iris ring features seven princess cut blue sapphires in a row, set on a white gold band. This band is the perfect way to add colour to your daily jewellery style or truly stand out as a wedding ring.",REPLACE,2,REPLACE,"Blue, Princess, Rings, White Gold, 9ct White Gold, Stacker, stackable, White Gold Metal, white gold, blue, princess, 1.00ct - 1.49ct","Iris Ring",Rings,329.71,https://samsgroup.info/pim-images/SDW-PRAPWB001.jpg,1850.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-PRAPWB001.jpg;https://samsgroup.info/pim-images/SDW-PRAPWB001_4.jpg;https://samsgroup.info/pim-images/SDW-PRAPWB001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"White Gold","9ct White Gold","1.31ct Blue Sapphire, Princess",Princess,"Iris Blue Princess Shape 9ct White Gold Ring",NO,"9ct White Gold = 2.65gm<br>Blue Sapphire Princess Cut 7 = 1.31ct avg.<br>",Blue,,shopify,manual
SDW-PRAPWG001,iris-green-9ct-white-gold-ring-sdw-prapwg001,MERGE,"Vibrant and stylish, the Iris ring features seven princess cut green sapphires in a row, set on a white gold band. This band is the perfect way to add colour to your daily jewellery style or truly stand out as a wedding ring.",REPLACE,4,REPLACE,"Green, Princess, Rings, White Gold, 9ct White Gold, Stacker, stackable, band, 1.00ct - 1.49ct","Iris Ring",Rings,282.10,https://samsgroup.info/pim-images/SDW-PRAPWG001.jpg,1550.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-PRAPWG001.jpg;https://samsgroup.info/pim-images/SDW-PRAPWG001_4.jpg;https://samsgroup.info/pim-images/SDW-PRAPWG001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"White Gold","9ct White Gold","1.37ct Green Sapphire, Princess",Princess,"Iris Green Princess Shape 9ct White Gold Ring",NO,"9ct White Gold = 2.71gm<br>Green Sapphire Princess Cut 7 = 1.37ct avg.<br>",Green,,shopify,manual
SDW-PRAPWP001,iris-parti-9ct-white-gold-ring-sdw-prapwp001,MERGE,"Vibrant and stylish, the Iris ring features seven princess cut parti sapphires in a row, set on a white gold band. This band is the perfect way to add colour to your daily jewellery style or truly stand out as a wedding ring.",REPLACE,4,REPLACE,"Parti, Princess, Rings, White Gold, 9ct White Gold, Stacker, stackable, band, 1.00ct - 1.49ct","Iris Ring",Rings,270.90,https://samsgroup.info/pim-images/SDW-PRAPWP001.jpg,1495.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-PRAPWP001.jpg;https://samsgroup.info/pim-images/SDW-PRAPWP001_4.jpg;https://samsgroup.info/pim-images/SDW-PRAPWP001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"White Gold","9ct White Gold","1.23ct Parti Sapphire, Princess",Princess,"Iris Parti Princess Shape 9ct White Gold Ring",NO,"9ct White Gold = 2.63gm<br>Parti Sapphire Princess Cut 7 = 1.23ct avg.<br>",Parti,,shopify,manual
SDW-PRAPWT001,iris-teal-9ct-white-gold-ring-sdw-prapwt001,MERGE,"An elegant band of princess cut Australian Sapphires, the Iris ring makes for a beautiful wedding band or addition to your daily style. This piece is crafted in 9 carat White, Rose or Yellow Gold, allowing you to find the perfect match.",REPLACE,3,REPLACE,"Teal, Princess, Rings, White Gold, 9ct White Gold, Stacker, stackable, band, 1.00ct - 1.49ct","Iris Ring",Rings,281.29,https://samsgroup.info/pim-images/SDW-PRAPWT001.jpg,1550.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-PRAPWT001.jpg;https://samsgroup.info/pim-images/SDW-PRAPWT001_4.jpg;https://samsgroup.info/pim-images/SDW-PRAPWT001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"White Gold","9ct White Gold","1.36ct Teal Sapphire, Princess",Princess,"Iris Teal Princess Shape 9ct White Gold Ring",NO,"9ct White Gold = 2.73gm<br>Teal Sapphire Princess Cut 7 = 1.36ct avg.<br>",Teal,,shopify,manual
SDW-PRAPWY001,iris-yellow-9ct-white-gold-ring-sdw-prapwy001,MERGE,"Vibrant and stylish, the Iris ring features seven princess cut yellow sapphires in a row, set on a white gold band. This band is the perfect way to add colour to your daily jewellery style or truly stand out as a wedding ring.",REPLACE,3,REPLACE,"Yellow, Princess, Rings, White Gold, 9ct White Gold, Stacker, stackable, band, 1.00ct - 1.49ct","Iris Ring",Rings,294.00,https://samsgroup.info/pim-images/SDW-PRAPWY001.jpg,1650.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-PRAPWY001.jpg;https://samsgroup.info/pim-images/SDW-PRAPWY001_4.jpg;https://samsgroup.info/pim-images/SDW-PRAPWY001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"White Gold","9ct White Gold","1.35ct Yellow Sapphire, Princess",Princess,"Iris Yellow Princess Shape 9ct White Gold Ring",NO,"9ct White Gold = 2.60gm<br>Yellow Sapphire Princess Cut 7 = 1.35ct avg.<br>",Yellow,,shopify,manual
SDW-PRAPYB001,iris-blue-9ct-yellow-gold-ring-sdw-prapyb001,MERGE,"An elegant band of princess cut Australian Sapphires, the Iris ring makes for a beautiful wedding band or addition to your daily style. This piece is crafted in 9 carat White, Rose or Yellow Gold, allowing you to find the perfect match.",REPLACE,2,REPLACE,"Blue, Princess, Rings, Yellow Gold, 9ct Yellow Gold, Stacker, band, Yellow Gold Metal, yellow gold, Blue, princess, stacker, 1.00ct - 1.49ct","Iris Ring",Rings,319.12,https://samsgroup.info/pim-images/SDW-PRAPYB001.jpg,1795.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-PRAPYB001.jpg;https://samsgroup.info/pim-images/SDW-PRAPYB001_4.jpg;https://samsgroup.info/pim-images/SDW-PRAPYB001_5.jpg;https://samsgroup.info/pim-images/SDW-PRAPYB001_6.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","1.25ct Blue Sapphire, Princess",Princess,"Iris Blue Princess Shape 9ct Yellow Gold Ring",NO,"9ct Yellow Gold = 2.47gm<br>Blue Sapphire Princess Cut 7 = 1.25ct avg.<br>",Blue,,shopify,manual
SDW-PRAPYG001,iris-green-9ct-yellow-gold-ring-sdw-prapyg001,MERGE,"Vibrant and stylish, the Iris ring features seven princess cut green sapphires in a row, set on a yellow gold band. This band is the perfect way to add colour to your daily jewellery style or truly stand out as a wedding ring.",REPLACE,3,REPLACE,"Green, Princess, Rings, Yellow Gold, 9ct Yellow Gold, Stacker, stackable, band, 1.00ct - 1.49ct","Iris Ring",Rings,277.91,https://samsgroup.info/pim-images/SDW-PRAPYG001.jpg,1195.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-PRAPYG001.jpg;https://samsgroup.info/pim-images/SDW-PRAPYG001_4.jpg;https://samsgroup.info/pim-images/SDW-PRAPYG001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","1.36ct Green Sapphire, Princess",Princess,"Iris Green Princess Shape 9ct Yellow Gold Ring",NO,"9ct Yellow Gold = 2.43gm<br>Green Sapphire Princess Cut 7 = 1.36ct avg.<br>",Green,,shopify,manual
SDW-PRAPYP001,iris-parti-9ct-yellow-gold-ring-sdw-prapyp001,MERGE,"Vibrant and stylish, the Iris ring features seven princess cut parti sapphires in a row, set on a yellow gold band. This band is the perfect way to add colour to your daily jewellery style or truly stand out as a wedding ring.",REPLACE,1,REPLACE,"Parti, Princess, Rings, Yellow Gold, 9ct Yellow Gold, Stacker, stackable, Yellow Gold Metal, yellow gold, parti, princess, 1.00ct - 1.49ct","Iris Ring",Rings,273.12,https://samsgroup.info/pim-images/SDW-PRAPYP001.jpg,1495.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-PRAPYP001.jpg;https://samsgroup.info/pim-images/SDW-PRAPYP001_4.jpg;https://samsgroup.info/pim-images/SDW-PRAPYP001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","1.30ct Parti Sapphire, Princess",Princess,"Iris Parti Princess Shape 9ct Yellow Gold Ring",NO,"9ct Yellow Gold = 2.45gm<br>Parti Sapphire Princess Cut 7 = 1.30ct avg.<br>",Parti,,shopify,manual
SDW-PRAPYT001,iris-teal-9ct-yellow-gold-ring-sdw-prapyt001,MERGE,"Vibrant and stylish, the Iris ring features seven princess cut teal sapphires in a row, set on a yellow gold band. This band is the perfect way to add colour to your daily jewellery style or truly stand out as a wedding ring.",REPLACE,2,REPLACE,"Teal, Princess, Rings, Yellow Gold, 9ct Yellow Gold, Stacker, stackable, Yellow Gold Metal, yellow gold, teal, princess, 1.00ct - 1.49ct","Iris Ring",Rings,275.51,https://samsgroup.info/pim-images/SDW-PRAPYT001.jpg,1550.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-PRAPYT001.jpg;https://samsgroup.info/pim-images/SDW-PRAPYT001_4.jpg;https://samsgroup.info/pim-images/SDW-PRAPYT001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","1.33ct Teal Sapphire, Princess",Princess,"Iris Teal Princess Shape 9ct Yellow Gold Ring",NO,"9ct Yellow Gold = 2.44gm<br>Teal Sapphire Princess Cut 7 = 1.33ct avg.<br>",Teal,,shopify,manual
SDW-PRAPYY001,iris-yellow-9ct-yellow-gold-ring-sdw-prapyy001,MERGE,"Vibrant and stylish, the Iris ring features seven princess cut yellow sapphires in a row, set on a yellow gold band. This band is the perfect way to add colour to your daily jewellery style or truly stand out as a wedding ring.",REPLACE,2,REPLACE,"Yellow, Princess, Rings, Yellow Gold, 9ct Yellow Gold, Stacker, stackable, band, 1.00ct - 1.49ct","Iris Ring",Rings,289.72,https://samsgroup.info/pim-images/SDW-PRAPYY001.jpg,1595.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-PRAPYY001.jpg;https://samsgroup.info/pim-images/SDW-PRAPYY001_4.jpg;https://samsgroup.info/pim-images/SDW-PRAPYY001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","1.34ct Yellow Sapphire, Princess",Princess,"Iris Yellow Princess Shape 9ct Yellow Gold Ring",NO,"9ct Yellow Gold = 2.47gm<br>Yellow Sapphire Princess Cut 7 = 1.34ct avg.<br>",Yellow,,shopify,manual
SDW-PRBPWB001,yara-blue-18ct-white-gold-ring-sdw-prbpwb001,MERGE,"The Yara ring features striking princess cut Australian sapphires separated by sparkling white diamonds, crafted in a channel setting.",REPLACE,1,REPLACE,"Blue, Princess, Rings, White Gold, 18ct White Gold, Stacker, band, channel, sapphire and diamond
, Less than 1.00ct","Yara Ring",Rings,1681.47,https://samsgroup.info/pim-images/SDW-PRBPWB001.jpg,7450.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-PRBPWB001.jpg;https://samsgroup.info/pim-images/SDW-PRBPWB001_4.jpg;https://samsgroup.info/pim-images/SDW-PRBPWB001_5.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,active,deny,"White Gold","18ct White Gold","0.57ct Blue Sapphire, Princess",Princess,"Yara Blue Princess Shape 18ct White Gold Ring",NO,"18ct White Gold = 4.62gm<br>2.50mm Blue Sapphire Princess Cut 6 = 0.57ct<br>Princess Cut 5 = 0.50ct F/VS<br>",Blue,,shopify,manual
SDW-PRBPWB002,yara-blue-18ct-white-gold-ring-sdw-prbpwb002,MERGE,"The Yara ring features striking princess cut Australian sapphires separated by sparkling white diamonds, crafted in a channel setting.",REPLACE,1,REPLACE,"Blue, Princess, Rings, White Gold, 18ct White Gold, Stacker, band, channel, sapphire and diamond
, Less than 1.00ct","Yara Ring",Rings,1424.72,https://samsgroup.info/pim-images/SDW-PRBPWB002.jpg,6295.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-PRBPWB002.jpg;https://samsgroup.info/pim-images/SDW-PRBPWB002_4.jpg;https://samsgroup.info/pim-images/SDW-PRBPWB002_5.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,active,deny,"White Gold","18ct White Gold","0.88ct Blue Sapphire, Princess",Princess,"Yara Blue Princess Shape 18ct White Gold Ring",NO,"18ct White Gold = 4.52gm<br>3.00mm Blue Sapphire Princess Cut 5 = 0.88ct<br>Baguette Cut 6 = 0.31ct F/VS<br>",Blue,,shopify,manual
SDW-PRBPWT001,yara-teal-18ct-white-gold-ring-sdw-prbpwt001,MERGE,"The Yara ring features striking princess cut Australian sapphires separated by sparkling white diamonds, crafted in a channel setting.",REPLACE,1,REPLACE,"Teal, Princess, Rings, White Gold, 18ct White Gold, Stacker, band, channel, sapphire and diamond
, Less than 1.00ct","Yara Ring",Rings,1381.86,https://samsgroup.info/pim-images/SDW-PRBPWT001.jpg,6295.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-PRBPWT001.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,active,deny,"White Gold","18ct White Gold","0.89ct Teal Sapphire, Princess",Princess,"Yara Teal Princess Shape 18ct White Gold Ring",NO,"18ct White Gold = 4.54gm<br>3.00mm Teal Sapphire Princess Cut 5 = 0.89ct<br>Baguette Cut 6 = 0.29ct F/VS<br>",Teal,,shopify,manual
SDW-PRBPWY001,yara-yellow-18ct-white-gold-ring-sdw-prbpwy001,MERGE,"The Yara ring features striking princess cut Australian sapphires separated by sparkling white diamonds, crafted in a channel setting.",REPLACE,1,REPLACE,"Yellow, Princess, Rings, White Gold, 18ct White Gold, Stacker, band, channel, sapphire and diamond
, Less than 1.00ct","Yara Ring",Rings,1681.47,https://samsgroup.info/pim-images/SDW-PRBPWY001.jpg,7450.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-PRBPWY001.jpg;https://samsgroup.info/pim-images/SDW-PRBPWY001_4.jpg;https://samsgroup.info/pim-images/SDW-PRBPWY001_5.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,active,deny,"White Gold","18ct White Gold","0.57ct Yellow Sapphire, Princess",Princess,"Yara Yellow Princess Shape 18ct White Gold Ring",NO,"18ct White Gold = 4.66gm<br>2.50mm Yellow Sapphire Princess Cut 6 = 0.57ct<br>Princess Cut 5 = 0.53ct F/VS<br>",Yellow,,shopify,manual
SDW-PRBPYG001,yara-green-18ct-white-yellow-gold-ring-sdw-prbpyg001,MERGE,"The Yara ring features striking princess cut Australian sapphires separated by sparkling white diamonds, crafted in a channel setting.",REPLACE,1,REPLACE,"Green, Princess, Rings, White Gold, 18ct White & Yellow Gold, Stacker, band, channel, sapphire and diamond
, Less than 1.00ct","Yara Ring",Rings,1606.91,https://samsgroup.info/pim-images/SDW-PRBPYG001.jpg,7450.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-PRBPYG001.jpg;https://samsgroup.info/pim-images/SDW-PRBPYG001_4.jpg;https://samsgroup.info/pim-images/SDW-PRBPYG001_5.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,active,deny,"White Gold","18ct White & Yellow Gold","0.61ct Green Sapphire, Princess",Princess,"Yara Green Princess Shape 18ct White & Yellow Gold Ring",NO,"18ct White & Yellow Gold = 4.31gm<br>2.50mm Green Sapphire Princess Cut 6 = 0.61ct<br>Princess Cut 5 = 0.53ct F/VS<br>",Green,,shopify,manual
SDW-PRBPYM001,yara-green-18ct-yellow-gold-ring-sdw-prbpym001,MERGE,"The Yara ring features striking princess cut Australian sapphires separated by sparkling white diamonds, crafted in a channel setting.",REPLACE,1,REPLACE,"Green, Princess, Rings, Yellow Gold, 18ct Yellow Gold, Stacker, band, channel, sapphire and diamond
, Less than 1.00ct","Yara Ring",Rings,1261.42,https://samsgroup.info/pim-images/SDW-PRBPYM001.jpg,6295.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-PRBPYM001.jpg;https://samsgroup.info/pim-images/SDW-PRBPYM001_4.jpg;https://samsgroup.info/pim-images/SDW-PRBPYM001_5.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,active,deny,"Yellow Gold","18ct Yellow Gold","0.19ct Green Sapphire, Princess",Princess,"Yara Green Princess Shape 18ct Yellow Gold Ring",NO,"18ct Yellow Gold = 4.08gm<br>3.00mm Multi Colour Cluster Sapphire Princess Cut 5 = 0.96ct<br>Baguette Cut 6 = 0.30ct F/VS<br>",Green,,shopify,manual
SDW-PRBPYT001,yara-teal-18ct-white-yellow-gold-ring-sdw-prbpyt001,MERGE,"The Yara ring features striking princess cut Australian sapphires separated by sparkling white diamonds, crafted in a channel setting.",REPLACE,1,REPLACE,"Teal, Princess, Rings, White Gold, 18ct White & Yellow Gold, Stacker, band, channel, sapphire and diamond
, Less than 1.00ct","Yara Ring",Rings,1611.16,https://samsgroup.info/pim-images/SDW-PRBPYT001.jpg,7450.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-PRBPYT001.jpg;https://samsgroup.info/pim-images/SDW-PRBPYT001_4.jpg;https://samsgroup.info/pim-images/SDW-PRBPYT001_5.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,active,deny,"White Gold","18ct White & Yellow Gold","0.57ct Teal Sapphire, Princess",Princess,"Yara Teal Princess Shape 18ct White & Yellow Gold Ring",NO,"18ct White & Yellow Gold = 4.35gm<br>2.50mm Teal Sapphire Princess Cut 6 = 0.57ct<br>Princess Cut 5 = 0.53ct F/VS<br>",Teal,,shopify,manual
SDW-PRBPYT002,yara-teal-18ct-yellow-gold-ring-sdw-prbpyt002,MERGE,"The Yara ring features striking princess cut Australian sapphires separated by sparkling white diamonds, crafted in a channel setting.",REPLACE,1,REPLACE,"Teal, Princess, Rings, Yellow Gold, 18ct Yellow Gold, Stacker, band, channel, sapphire and diamond
, Less than 1.00ct","Yara Ring",Rings,1139.50,https://samsgroup.info/pim-images/SDW-PRBPYT002.jpg,6295.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-PRBPYT002.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,active,deny,"Yellow Gold","18ct Yellow Gold","0.82ct Teal Sapphire, Princess",Princess,"Yara Teal Princess Shape 18ct Yellow Gold Ring",NO,"18ct Yellow Gold = 4.00gm<br>3.00mm Teal Sapphire Princess Cut 5 = 0.82ct<br>Baguette Cut 6 = 0.31ct F/VS<br>",Teal,,shopify,manual
SDW-RDACWB001,mazarine-blue-18ct-white-gold-ring-sdw-rdacwb001,MERGE,"A magnificent and stunning statement piece, Mazarine features glistening round cut Blue Australian Sapphires, perfectly framed by rows of natural White Diamonds. Set on an 18ct White Gold band, making it a durable and long lasting piece, perfect for a sentimental heirloom.",REPLACE,4,REPLACE,"Blue, Round, Rings, White Gold, 18ct White Gold, Stacker, stackable, sapphire and diamond, Less than 1.00ct","Mazarine Ring",Rings,860.52,https://samsgroup.info/pim-images/SDW-RDACWB001.jpg,3750.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDW-RDACWB001.jpg;https://samsgroup.info/pim-images/SDW-RDACWB001_4.jpg;https://samsgroup.info/pim-images/SDW-RDACWB001_5.jpg;https://samsgroup.info/pim-images/SDW-RDACWB001_6.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,active,deny,"White Gold","18ct White Gold","0.67ct Blue Sapphire, Round",Round,"Mazarine Blue Round Shape 18ct White Gold Ring",NO,"18ct White Gold = 5.78gm<br>Blue Sapphire Round Brilliant Cut 9 = 0.67ct<br>Round Brilliant Cut 38 = 0.21ct F/VS<br>",Blue,,shopify,manual
