"Variant SKU",handle,Command,"Body HTML","Image Command","Inventory Available:Pink Kimberley Head Office","Tags Command",Tags,Title,Type,"Variant Cost","Variant Image",Metafield:custom.specifications,"Variant Price","Variant Command",Vendor,"Image Src",Status,Metafield:custom.centrecolour,"Variant Inventory Policy","Variant Inventory Tracker","Variant Fulfillment Service"
PKR-RDSPB1861,kimberley-peony-ring-pkr-rdspb1861,MERGE,"Featuring a single stunning natural Argyle pink diamond nestled between petals of white diamonds. Set in 18ct rose and white gold, the Peony set is a staple of Pink Kimberley.",REPLACE,1,REPLACE,"bloom,floral,halo,pk-set
, Pink Kimberley Diamonds, 6P, P - Pink, Round, SIAV, Bloom, Rings, Rose Gold Metal, ","Kimberley Peony Ring",Rings,5725.96,https://samsgroup.info/pim-images/PKR-RDSPB1861.jpg,"18ct Rose & White Gold = 4.16gm<br>Pink Round Brilliant Cut 1 = 0.08ct 6P/SIAV<br>Round Brilliant Cut 6 = 0.62ct F/VS<br>",22995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKR-RDSPB1861.jpg;https://samsgroup.info/pim-images/PKR-RDSPB1861_4.jpg;https://samsgroup.info/pim-images/PKR-RDSPB1861_5.jpg;https://samsgroup.info/pim-images/PKR-RDSPB1861_6.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,6P,deny,shopify,manual
PKR-RDSPB1863,kimberley-peony-ring-pkr-rdspb1863,MERGE,"Featuring a single stunning natural Argyle pink diamond nestled between petals of white diamonds. Set in 18ct rose and white gold, the Peony set is a staple of Pink Kimberley.",REPLACE,1,REPLACE,"floral, matching set, halo
, Pink Kimberley Diamonds, 6P, P - Pink, Round, SIAV, Bloom, Rings, Rose Gold Metal, ","Kimberley Peony Ring",Rings,6054.69,https://samsgroup.info/pim-images/PKR-RDSPB1863.jpg,"18ct Rose & White Gold = 4.57gm<br>Pink Round Brilliant Cut 1 = 0.09ct 6P/SIAV<br>Round Brilliant Cut 6 = 0.62ct F/VS<br>",24495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKR-RDSPB1863.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,6P,deny,shopify,manual
PKR-RDSPB1864,kimberley-peony-ring-pkr-rdspb1864,MERGE,"Featuring a single stunning natural Argyle pink diamond nestled between petals of white diamonds. Set in 18ct rose and white gold, the Peony set is a staple of Pink Kimberley.",REPLACE,1,REPLACE,"floral, matching set, halo
, Pink Kimberley Diamonds, 7P, P - Pink, Round, SIAV, Bloom, Rings, Rose Gold Metal, ","Kimberley Peony Ring",Rings,4015.05,https://samsgroup.info/pim-images/PKR-RDSPB1864.jpg,"18ct Rose & White Gold = 4.58gm<br>Pink Round Brilliant Cut 1 = 0.09ct 7P/SIAV<br>Round Brilliant Cut 6 = 0.61ct F/VS<br>",20495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKR-RDSPB1864.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,7P,deny,shopify,manual
PKR-RDSPB1865,kimberley-peony-ring-pkr-rdspb1865,MERGE,"Featuring a single stunning natural Argyle pink diamond nestled between petals of white diamonds. Set in 18ct rose and white gold, the Peony set is a staple of Pink Kimberley.",REPLACE,1,REPLACE,"floral, matching set, halo
, Pink Kimberley Diamonds, 7P, P - Pink, Round, SIAV, Bloom, Rings, Rose Gold Metal, ","Kimberley Peony Ring",Rings,3527.78,https://samsgroup.info/pim-images/PKR-RDSPB1865.jpg,"18ct Rose & White Gold = 4.39gm<br>Pink Round Brilliant Cut 1 = 0.07ct 7P/SIAV<br>Round Brilliant Cut 6 = 0.62ct F/VS<br>",17495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKR-RDSPB1865.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,7P,deny,shopify,manual
PKR-RDSPB1986,kimberley-petite-peony-ring-pkr-rdspb1986,MERGE,"Featuring a single stunning natural Argyle pink diamond nestled between petals of white diamonds. Set in 18ct rose and white gold, the Peony set is a staple of Pink Kimberley.",REPLACE,1,REPLACE,"PK-set,halo,bloom,floral,, Pink Kimberley Diamonds, 5P, P - Pink, Round, SIAV, Bloom, Rings, Rose Gold Metal, ","Kimberley Petite Peony Ring",Rings,3608.71,https://samsgroup.info/pim-images/PKR-RDSPB1986.jpg,"18ct Rose & White Gold = 3.83gm<br>Pink Round Brilliant Cut 1 = 0.05ct 5P/SIAV<br>Round Brilliant Cut 6 = 0.30ct F/VS<br>",16995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKR-RDSPB1986.jpg;https://samsgroup.info/pim-images/PKR-RDSPB1986_4.jpg;https://samsgroup.info/pim-images/PKR-RDSPB1986_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,5P,deny,shopify,manual
PKR-RDSPB1987,kimberley-petite-peony-ring-pkr-rdspb1987,MERGE,"Featuring a single stunning natural Argyle pink diamond nestled between petals of white diamonds. Set in 18ct rose and white gold, the Peony set is a staple of Pink Kimberley.",REPLACE,1,REPLACE,"PK-set,halo,bloom,floral,, Pink Kimberley Diamonds, 6P, P - Pink, Round, SIAV, Bloom, Rings, Rose Gold Metal, ","Kimberley Petite Peony Ring",Rings,2347.97,https://samsgroup.info/pim-images/PKR-RDSPB1987.jpg,"18ct Rose & White Gold = 3.94gm<br>Pink Round Brilliant Cut 1 = 0.05ct 6P/SIAV<br>Round Brilliant Cut 6 = 0.29ct F/VS<br>",11495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKR-RDSPB1987.jpg;https://samsgroup.info/pim-images/PKR-RDSPB1987_4.jpg;https://samsgroup.info/pim-images/PKR-RDSPB1987_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,6P,deny,shopify,manual
PKR-RDSPB1992,kimberley-petite-peony-ring-pkr-rdspb1992,MERGE,"Featuring a single stunning natural Argyle pink diamond nestled between petals of white diamonds. Set in 18ct rose and white gold, the Peony set is a staple of Pink Kimberley.",REPLACE,1,REPLACE,"bloom,halo,floral,pk-set
, Pink Kimberley Diamonds, 6P, P - Pink, Round, SIAV, Bloom, Rings, Rose Gold Metal, ","Kimberley Petite Peony Ring",Rings,2303.73,https://samsgroup.info/pim-images/PKR-RDSPB1992.jpg,"18ct Rose & White Gold = 3.87gm<br>Pink Round Brilliant Cut 1 = 0.05ct 6P/SIAV<br>Round Brilliant Cut 6 = 0.30ct F/VS<br>",11495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKR-RDSPB1992.jpg;https://samsgroup.info/pim-images/PKR-RDSPB1992_4.jpg;https://samsgroup.info/pim-images/PKR-RDSPB1992_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,6P,deny,shopify,manual
PKR-RDSPB1993,kimberley-petite-peony-ring-pkr-rdspb1993,MERGE,"Featuring a single stunning natural Argyle pink diamond nestled between petals of white diamonds. Set in 18ct rose and white gold, the Peony set is a staple of Pink Kimberley.",REPLACE,1,REPLACE,"bloom,halo,floral,pk-set
, Pink Kimberley Diamonds, 7P, P - Pink, Round, SIAV, Bloom, Rings, Rose Gold Metal, ","Kimberley Petite Peony Ring",Rings,2303.73,https://samsgroup.info/pim-images/PKR-RDSPB1993.jpg,"18ct Rose & White Gold = 3.79gm<br>Pink Round Brilliant Cut 1 = 0.05ct 7P/SIAV<br>Round Brilliant Cut 6 = 0.31ct F/VS<br>",9995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKR-RDSPB1993.jpg;https://samsgroup.info/pim-images/PKR-RDSPB1993_4.jpg;https://samsgroup.info/pim-images/PKR-RDSPB1993_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,7P,deny,shopify,manual
PKR-RDSPB1995,kimberley-petite-peony-ring-pkr-rdspb1995,MERGE,"Featuring a single stunning natural Argyle pink diamond nestled between petals of white diamonds. Set in 18ct rose and white gold, the Peony set is a staple of Pink Kimberley.",REPLACE,1,REPLACE,"floral, matching set, halo
, Pink Kimberley Diamonds, 6P, P - Pink, Round, SIAV, Bloom, Rings, Rose Gold Metal, ","Kimberley Petite Peony Ring",Rings,1980.99,https://samsgroup.info/pim-images/PKR-RDSPB1995.jpg,"18ct Rose & White Gold = 4.05gm<br>Pink Round Brilliant Cut 1 = 0.04ct 6P/SIAV<br>Round Brilliant Cut 6 = 0.28ct F/VS<br>",9495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKR-RDSPB1995.jpg;https://samsgroup.info/pim-images/PKR-RDSPB1995_4.jpg;https://samsgroup.info/pim-images/PKR-RDSPB1995_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,6P,deny,shopify,manual
PKR-RDSPB1996,kimberley-petite-peony-ring-pkr-rdspb1996,MERGE,"Featuring a single stunning natural Argyle pink diamond nestled between petals of white diamonds. Set in 18ct rose and white gold, the Peony set is a staple of Pink Kimberley.",REPLACE,2,REPLACE,"floral, matching set, halo
, Pink Kimberley Diamonds, 7P, P - Pink, Round, SIAV, Bloom, Rings, Rose Gold Metal, ","Kimberley Petite Peony Ring",Rings,2224.12,https://samsgroup.info/pim-images/PKR-RDSPB1996.jpg,"18ct Rose & White Gold = 3.92gm<br>Pink Round Brilliant Cut 1 = 0.05ct 7P/SIAV<br>Round Brilliant Cut 6 = 0.28ct F/VS<br>",9995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKR-RDSPB1996.jpg;https://samsgroup.info/pim-images/PKR-RDSPB1996_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,7P,deny,shopify,manual
PKR-RDSPB2509,kimberley-persephone-ring-pkr-rdspb2509,MERGE,"A diamond shaped ring featuring Argyle pink diamonds surrounded by a halo of white diamonds. Sets in 18ct rose and white gold.",REPLACE,1,REPLACE,"classic,floral,bloom,pk christmas
, Pink Kimberley Diamonds, 7P, P - Pink, Round, SIAV, Kimberley Classic, Rings, Rose Gold Metal, ","Kimberley Persephone Ring",Rings,2435.88,https://samsgroup.info/pim-images/PKR-RDSPB2509.jpg,"18ct Rose & White Gold = 3.13gm<br>Pink Round Brilliant Cut 1 = 0.14ct 7P/SIAV<br>Argyle certificate # 430431<br>Round Brilliant Cut 12 = 0.23ct F/VS<br>",28995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKR-RDSPB2509.jpg;https://samsgroup.info/pim-images/PKR-RDSPB2509_4.jpg;https://samsgroup.info/pim-images/PKR-RDSPB2509_5.jpg;https://samsgroup.info/pim-images/PKR-RDSPB2509_6.jpg;https://samsgroup.info/pim-images/pk-box-cert.jpg,active,7P,deny,shopify,manual
PKR-RDSPB2512,kimberley-persephone-ring-pkr-rdspb2512,MERGE,"A diamond shaped ring featuring Argyle pink diamonds surrounded by a halo of white diamonds. Sets in 18ct rose and white gold.",REPLACE,1,REPLACE,"classic,floral,bloom
, Pink Kimberley Diamonds, 7PR, PR - Pink Rose, Round, P1, Kimberley Classic, Rings, Rose Gold Metal, ","Kimberley Persephone Ring",Rings,2676.15,https://samsgroup.info/pim-images/PKR-RDSPB2512.jpg,"18ct Rose & White Gold = 3.22gm<br>Pink Round Brilliant Cut 1 = 0.15ct 7PR/P1<br>Argyle certificate # 432897<br>Round Brilliant Cut 12 = 0.24ct F/VS<br>",20495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKR-RDSPB2512.jpg;https://samsgroup.info/pim-images/PKR-RDSPB2512_4.jpg;https://samsgroup.info/pim-images/PKR-RDSPB2512_5.jpg;https://samsgroup.info/pim-images/PKR-RDSPB2512_6.jpg;https://samsgroup.info/pim-images/pk-box-cert.jpg,active,7PR,deny,shopify,manual
PKR-RDSPB2701,kimberley-laurena-ring-pkr-rdspb2701,MERGE,"This unique piece features a single white diamond surrounded by a floral halo of exquisite Argyle pink diamonds set in 18ct rose gold.
",REPLACE,1,REPLACE,"floral, halo, bloom, pk-set,pk christmas
, Pink Kimberley Diamonds, FLP, P - Pink, Round, SIAV, Engagement Rings, Rings, Rose Gold Metal, ","Kimberley Laurena Ring",Rings,1066.17,https://samsgroup.info/pim-images/PKR-RDSPB2701.jpg,"18ct Rose & White Gold = 3.46gm<br>Pink Round Brilliant Cut 4 = 0.12ct FLP/SIAV<br>Round Brilliant Cut 1 = 0.07ct F/VS<br>",5495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKR-RDSPB2701.jpg;https://samsgroup.info/pim-images/PKR-RDSPB2701_4.jpg;https://samsgroup.info/pim-images/PKR-RDSPB2701_5.jpg;https://samsgroup.info/pim-images/PKR-RDSPB2701_6.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKR-RDSSB0813,kimberley-ava-ring-pkr-rdssb0813,MERGE,"A beautiful single natural Argyle pink diamond is set within round frame of fine white diamonds resting upon a delicately tapering diamond set band. Crafted in 18ct rose and white gold.",REPLACE,1,REPLACE,"Engagement,, Pink Kimberley Diamonds, 3PR, PR - Pink Rose, Round, VS2, Engagement Rings, Rings, Rose Gold Metal, ","Kimberley Ava Ring",Rings,11939.60,https://samsgroup.info/pim-images/PKR-RDSSB0813.jpg,"18ct Rose & White Gold = 3.91gm<br>Pink Round Brilliant Cut 1 = 0.16ct 3PR/VS2<br>Argyle certificate # 406091<br>Round Brilliant Cut 34 = 0.20ct F/VS<br>",107495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKR-RDSSB0813.jpg;https://samsgroup.info/pim-images/PKR-RDSSB0813_4.jpg;https://samsgroup.info/pim-images/PKR-RDSSB0813_5.jpg;https://samsgroup.info/pim-images/PKR-RDSSB0813_6.jpg;https://samsgroup.info/pim-images/pk-box-cert.jpg,active,3PR,deny,shopify,manual
PKR-RDSSB1305,kimberley-lucille-ring-pkr-rdssb1305,MERGE,"A beautiful single natural Argyle pink diamond is set within round frame of fine white diamondsresting upon a delicately tapering diamond set band. Crafted in 18ct rose and white gold.",REPLACE,1,REPLACE,"classic,,pk christmas
, Pink Kimberley Diamonds, 8P, P - Pink, Round, SI2, Kimberley Classic, Rings, Rose Gold Metal, ","Kimberley Lucille Ring",Rings,1922.91,https://samsgroup.info/pim-images/PKR-RDSSB1305.jpg,"18ct Rose & White Gold = 2.85gm<br>Pink Round Brilliant Cut 1 = 0.16ct 8P/SI2<br>Argyle certificate # 402084<br>Round Brilliant Cut 28 = 0.34ct F/VS<br>",18495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKR-RDSSB1305.jpg;https://samsgroup.info/pim-images/PKR-RDSSB1305_4.jpg;https://samsgroup.info/pim-images/PKR-RDSSB1305_5.jpg;https://samsgroup.info/pim-images/pk-box-cert.jpg,active,8P,deny,shopify,manual
PKR-RDSSB2404,kimberley-jacqueline-ring-pkr-rdssb2404,MERGE,"An Australian pink diamond with fancy colour saturation stone adorned with beautiful halos of Argyle pink diamond and round brilliant cut white diamonds. Sets in 18ct rose and white gold.",REPLACE,1,REPLACE,"PK-set,halo,classic,expensive,, Pink Kimberley Diamonds, 6P, P - Pink, Round, VS2, Kimberley Classic, Rings, Rose Gold Metal, ","Kimberley Jacqueline Ring",Rings,9969.48,https://samsgroup.info/pim-images/PKR-RDSSB2404.jpg,"18ct Rose & White Gold = 4.45gm<br>Pink Round Brilliant Cut 1 = 0.19ct 6P/VS2<br>Argyle certificate # 443762<br>Pink Round Brilliant Cut 10 = 0.11ct 6P/SIAV<br>Round Brilliant Cut 18 = 0.19ct F/VS<br>",88495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKR-RDSSB2404.jpg;https://samsgroup.info/pim-images/PKR-RDSSB2404_4.jpg;https://samsgroup.info/pim-images/PKR-RDSSB2404_5.jpg;https://samsgroup.info/pim-images/pk-box-cert.jpg,active,6P,deny,shopify,manual
PKR-RDSSB2405,kimberley-jacqueline-ring-pkr-rdssb2405,MERGE,"An Australian pink diamond with fancy colour saturation stone adorned with beautiful halos of Argyle pink diamond and round brilliant cut white diamonds. Sets in 18ct rose and white gold.",REPLACE,1,REPLACE,"PK-set,halo,classic,expensive,, Pink Kimberley Diamonds, 7PP, PP - Purplish Pink, Round, SI2, Kimberley Classic, Rings, Rose Gold Metal, ","Kimberley Jacqueline Ring",Rings,6548.66,https://samsgroup.info/pim-images/PKR-RDSSB2405.jpg,"18ct Rose & White Gold = 4.56gm<br>Pink Round Brilliant Cut 1 = 0.20ct 7PP/SI2<br>Argyle certificate # 432656<br>Pink Round Brilliant Cut 10 = 0.12ct 7P/SIAV<br>Round Brilliant Cut 18 = 0.18ct F/VS<br>",57495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKR-RDSSB2405.jpg;https://samsgroup.info/pim-images/PKR-RDSSB2405_4.jpg;https://samsgroup.info/pim-images/PKR-RDSSB2405_5.jpg;https://samsgroup.info/pim-images/pk-box-cert.jpg,active,7PP,deny,shopify,manual
PKR-RDTPB0308,kimberley-farrah-ring-pkr-rdtpb0308,MERGE,"An exquisite round brilliant cut natural Argyle pink diamond set within three beautiful halos of fine oval cut white diamonds and small Argyle pink diamonds.",REPLACE,1,REPLACE,"classic,floral,, Pink Kimberley Diamonds, 7PP, PP - Purplish Pink, Round, SI2, Kimberley Classic, Rings, Rose Gold Metal, ","Kimberley Farrah Ring",Rings,14211.98,https://samsgroup.info/pim-images/PKR-RDTPB0308.jpg,"18ct Rose & White Gold = 7.07gm<br>Pink Round Brilliant Cut 1 = 0.23ct 7PP/SI2<br>Argyle Cert # 369076<br>Pink Round Brilliant Cut 10 = 0.14ct 7P/SIAV<br>Pink Round Brilliant Cut 36 = 0.19ct 7P/SIAV<br>Oval Cut 9 = 0.74ct F/VS<br>",110495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKR-RDTPB0308.jpg;https://samsgroup.info/pim-images/PKR-RDTPB0308_4.jpg;https://samsgroup.info/pim-images/PKR-RDTPB0308_5.jpg;https://samsgroup.info/pim-images/PKR-RDTPB0308_6.jpg;https://samsgroup.info/pim-images/pk-box-cert.jpg,active,7PP,deny,shopify,manual
PKR-RDTPB0401,kimberley-valentina-ring-pkr-rdtpb0401,MERGE,"Striking and bold, this ring showcases an Argyle pink diamond surrounded by sparkling white and pink diamonds in a unique arrangement. This piece encapsulates the rarity and luxury of Argyle pink diamonds.
",REPLACE,3,REPLACE,"classic,halo,prestige
, Pink Kimberley Diamonds, FLP, P - Pink, Round, SIAV, Kimberley Classic, Rings, Rose Gold Metal, ","Kimberley Valentina Ring",Rings,2846.28,https://samsgroup.info/pim-images/PKR-RDTPB0401.jpg,"18ct Rose & White Gold = 7.13gm<br>Pink Round Brilliant Cut 1 = 0.06ct FLP/SIAV<br>Pink Round Brilliant Cut 30 = 0.16ct FLP/SIAV<br>Round Brilliant Cut 24 = 0.27ct F/VS<br>Baguette Cut 12 = 0.38ct F/VS<br>",12495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKR-RDTPB0401.jpg;https://samsgroup.info/pim-images/PKR-RDTPB0401_4.jpg;https://samsgroup.info/pim-images/PKR-RDTPB0401_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKT-EMDPB0101,kimberley-sojourn-ring-pkt-emdpb0101,MERGE,"A gorgeous emerald cut Argyle pink diamond is surrounded by tapering diamonds and exquisite pink diamond halo.",REPLACE,1,REPLACE,"Angel,trilogy, Pink Kimberley Diamonds, 7PP, PP - Purplish Pink, Emerald, VVS1, Angel, Rings, Rose Gold Metal, ","Kimberley Sojourn Ring",Rings,42334.89,https://samsgroup.info/pim-images/PKT-EMDPB0101.jpg,"18ct Rose & White Gold = 6.08gm<br>Pink Emerald Cut 1 = 0.42ct 7PP/VVS1<br>Argyle certificate # 353688<br>Pink Round Brilliant Cut 12 = 0.13ct 7P/SIAV<br>Trapezoid Cut 2 = 0.20ct G/VS<br>Round Brilliant Cut 30 = 0.21ct F/VS<br>",356995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKT-EMDPB0101.jpg;https://samsgroup.info/pim-images/PKT-EMDPB0101_4.jpg;https://samsgroup.info/pim-images/PKT-EMDPB0101_5.jpg;https://samsgroup.info/pim-images/PKT-EMDPB0101_6.jpg;https://samsgroup.info/pim-images/pk-box-cert.jpg,active,7PP,deny,shopify,manual
PKT-RANPB0102,kimberley-endarri-ring-pkt-ranpb0102,MERGE,"Exceptionally elegant three stones ring featuring a radiant cut Argyle pink champagne diamond with tapering white diamonds.",REPLACE,1,REPLACE,"Angel,trilogy, Pink Kimberley Diamonds, PC3, PC - Pink Champagne, Radiant, SI2, Angel, Rings, Rose Gold Metal, ","Kimberley Endarri Ring",Rings,20520.65,https://samsgroup.info/pim-images/PKT-RANPB0102.jpg,"18ct Rose & White Gold = 4.45gm<br>Pink Radiant Cut 1 = 0.82ct PC3/SI2<br>Argyle certificate # 375126<br>Traperzoid Cut 2 = 0.35ct F/VS<br>",170995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKT-RANPB0102.jpg;https://samsgroup.info/pim-images/PKT-RANPB0102_4.jpg;https://samsgroup.info/pim-images/PKT-RANPB0102_5.jpg;https://samsgroup.info/pim-images/pk-box-cert.jpg,active,PC3,deny,shopify,manual
PKT-RDDVB0110,kimberley-giorgiana-ring-pkt-rddvb0110,MERGE,"A single Argyle pink diamond set as the centrepiece of the ring, boasting natural hues of gorgeous mellow pink. The central stone is surrounded by the halos of Australian Argyle pink diamonds and fine white diamonds, adorned with two beautiful pink diamonds on each side. Crafted in 18ct rose and white gold.",REPLACE,1,REPLACE,"Angel,trilogy, Pink Kimberley Diamonds, 7P, P - Pink, Round, P1, Angel, Rings, Rose Gold Metal, ","Kimberley Giorgiana Ring",Rings,12415.83,https://samsgroup.info/pim-images/PKT-RDDVB0110.jpg,"18ct Rose & White Gold = 6.44gm<br>Pink Round Brilliant Cut 1 = 0.26ct 7P/P1 Argyle certificate # 426739<br>Pink Round Brilliant Cut 1 = 0.09ct 7P/SIAV Argyle certificate # 445858<br>Pink Round Brilliant Cut 1 = 0.09ct 7P/SIAV Argyle certificate # 438025<br>Round Brilliant Cut 60 = 0.48ct F/VS<br>",113995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKT-RDDVB0110.jpg;https://samsgroup.info/pim-images/PKT-RDDVB0110_4.jpg;https://samsgroup.info/pim-images/PKT-RDDVB0110_5.jpg;https://samsgroup.info/pim-images/pk-box-cert.jpg,active,7P,deny,shopify,manual
PKT-RDDVB0115,kimberley-giorgiana-ring-pkt-rddvb0115,MERGE,"A single Argyle pink diamond set as the centrepiece of the ring, boasting natural hues of gorgeous mellow pink. The central stone is surrounded by the halos of Australian Argyle pink diamonds and fine white diamonds, adorned with two beautiful pink diamonds on each side. Crafted in 18ct rose and white gold.",REPLACE,1,REPLACE,"Angel,trilogy, Pink Kimberley Diamonds, 7PR, PR - Pink Rose, Round, SI2, Angel, Rings, Rose Gold Metal, ","Kimberley Giorgiana Ring",Rings,5968.25,https://samsgroup.info/pim-images/PKT-RDDVB0115.jpg,"18ct Rose & White Gold = 6.79gm<br>Pink Round Brilliant Cut 1 = 0.19ct 7PR/SI2<br>Argyle certificate # 440280<br>Pink Round Brilliant Cut 2 = 0.11ct 7PR/SIAV<br>Pink Round Brilliant Cut 10 = 0.15ct 7PR/SIAV<br>Round Brilliant Cut 60 = 0.46ct F/VS<br>",42495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKT-RDDVB0115.jpg;https://samsgroup.info/pim-images/PKT-RDDVB0115_4.jpg;https://samsgroup.info/pim-images/PKT-RDDVB0115_5.jpg;https://samsgroup.info/pim-images/pk-box-cert.jpg,active,7PR,deny,shopify,manual
PKT-RDNPB0813,kimberley-mimi-ring-pkt-rdnpb0813,MERGE,"An Australian pink diamond with fancy colour saturation stone adorned with two round brilliant cut white diamonds. Sets in 18ct rose and white gold.",REPLACE,1,REPLACE,"Angel,trilogy, Pink Kimberley Diamonds, 7PP, PP - Purplish Pink, Round, SI2, Angel, Rings, Rose Gold Metal, ","Kimberley Mimi Ring",Rings,4810.77,https://samsgroup.info/pim-images/PKT-RDNPB0813.jpg,"18ct Rose & White Gold = 2.87gm<br>Pink Round Brilliant Cut 1 = 0.19ct 7PP/SI2<br>Argyle certificate # 406444<br>Round Brilliant Cut 2 = 0.10ct F/VS<br>",44995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKT-RDNPB0813.jpg;https://samsgroup.info/pim-images/PKT-RDNPB0813_4.jpg;https://samsgroup.info/pim-images/PKT-RDNPB0813_5.jpg;https://samsgroup.info/pim-images/pk-box-cert.jpg,active,7PP,deny,shopify,manual
PKT-RDNPB0815,kimberley-mimi-ring-pkt-rdnpb0815,MERGE,"An Australian pink diamond with fancy colour saturation stone adorned with two round brilliant cut white diamonds. Sets in 18ct rose and white gold.",REPLACE,1,REPLACE,"Angel,trilogy, Pink Kimberley Diamonds, 7P, P - Pink, Round, P1, Angel, Rings, Rose Gold Metal, ","Kimberley Mimi Ring",Rings,2809.29,https://samsgroup.info/pim-images/PKT-RDNPB0815.jpg,"18ct Rose & White Gold = 3.07gm<br>Pink Round Brilliant Cut 1 = 0.15ct 7P/P1<br>Argyle certificate # 432724<br>Round Brilliant Cut 2 = 0.10ct F/VS<br>",24995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKT-RDNPB0815.jpg;https://samsgroup.info/pim-images/PKT-RDNPB0815_4.jpg;https://samsgroup.info/pim-images/PKT-RDNPB0815_5.jpg;https://samsgroup.info/pim-images/pk-box-cert.jpg,active,7P,deny,shopify,manual
PKT-RDNSB0718,kimberley-trindalla-ring-pkt-rdnsb0718,MERGE,"An exceptional and delicately crafted three stone ring featuring three exquisite natural Argyle pink diamonds and fine white diamonds.",REPLACE,1,REPLACE,"Angel,trilogy, Pink Kimberley Diamonds, 7P, P - Pink, Round, SI2, Angel, Rings, Rose Gold Metal, ","Kimberley Trindalla Ring",Rings,11124.05,https://samsgroup.info/pim-images/PKT-RDNSB0718.jpg,"18ct Rose & White Gold = 2.98gm<br>Pink Round Brilliant Cut 1 = 0.23ct 7P/SI2<br>Argyle certificate # 440102<br>Pink Round Brilliant Cut 2 = 0.10ct 7P/SIAV<br>Round Brilliant Cut 8 = 0.09ct F/VS<br>",92995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKT-RDNSB0718.jpg;https://samsgroup.info/pim-images/PKT-RDNSB0718_4.jpg;https://samsgroup.info/pim-images/PKT-RDNSB0718_5.jpg;https://samsgroup.info/pim-images/PKT-RDNSB0718_6.jpg;https://samsgroup.info/pim-images/pk-box-cert.jpg,active,7P,deny,shopify,manual
