"Variant SKU",handle,Command,"Body HTML","Image Command","Inventory Available:Pink Kimberley Head Office","Tags Command",Tags,Title,Type,"Variant Cost","Variant Image",Metafield:custom.specifications,"Variant Price","Variant Command",Vendor,"Image Src",Status,Metafield:custom.centrecolour,"Variant Inventory Policy","Variant Inventory Tracker","Variant Fulfillment Service"
PKP-RDMMB1504,kimberley-mirrimah-necklace-pkp-rdmmb1504,MERGE,"Radiating openness and creativity with a beautiful circle of Argyle pink diamonds are suspended within a circle of sparkling white diamonds.",REPLACE,1,REPLACE,"classic,, Pink Kimberley Diamonds, 5PP, PP - Purplish Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Mirrimah Necklace",Necklaces,4591.55,https://samsgroup.info/pim-images/PKP-RDMMB1504.jpg,"18ct Rose & White Gold = 2.12gm<br>Pink Round Brilliant Cut 8 = 0.16ct 5PP/SIAV<br>Round Brilliant Cut 30 = 0.30ct F/VS<br>incl. 18ct White Gold Chain = 1.46gm 45cm<br>",38495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDMMB1504.jpg;https://samsgroup.info/pim-images/PKP-RDMMB1504_4.jpg;https://samsgroup.info/pim-images/PKP-RDMMB1504_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,5PP,deny,shopify,manual
PKP-RDMMB1720,kimberley-elena-necklace-pkp-rdmmb1720,MERGE,"Iconic and simplistic two-tone 18ct Rose and white Gold necklace with amazing display of spectacular Argyle pink diamonds and round brilliant cut white diamonds.",REPLACE,1,REPLACE,"classic,floral,, Pink Kimberley Diamonds, 7P, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Elena Necklace",Necklaces,1710.08,https://samsgroup.info/pim-images/PKP-RDMMB1720.jpg,"18ct Rose & White Gold = 3.79gm<br>Pink Round Brilliant Cut 14 = 0.11ct 7P/SIAV<br>Baguette Cut 12 = 0.39ct F/VS<br>incl. 18ct White Gold Chain = 1.46gm 45cm<br>",10995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDMMB1720.jpg;https://samsgroup.info/pim-images/PKP-RDMMB1720_4.jpg;https://samsgroup.info/pim-images/PKP-RDMMB1720_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,7P,deny,shopify,manual
PKP-RDMMB1807,kimberley-harper-necklace-pkp-rdmmb1807,MERGE,"An exquisite art deco designed necklace featuring gorgeous eight Argyle pink diamonds set beautifully with fine emerald cut white diamonds and crafted in 18ct rose and white gold.",REPLACE,1,REPLACE,"pave,classic,, Pink Kimberley Diamonds, LPC, PC - Pink Champagne, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Harper Necklace",Necklaces,2794.00,https://samsgroup.info/pim-images/PKP-RDMMB1807.jpg,"18ct Rose & White Gold = 4.71gm<br>Pink Round Brilliant Cut 8 = 0.30ct LPC/SIAV<br>Emerald Cut 8 = 0.88ct F/VS<br>incl. 18ct White Gold Chain = 1.46gm 46.50cm<br>",16495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDMMB1807.jpg;https://samsgroup.info/pim-images/PKP-RDMMB1807_4.jpg;https://samsgroup.info/pim-images/PKP-RDMMB1807_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,LPC,deny,shopify,manual
PKP-RDMMB1809,kimberley-harper-necklace-pkp-rdmmb1809,MERGE,"An exquisite art deco designed necklace featuring gorgeous eight Argyle pink diamonds set beautifully with fine emerald cut white diamonds and crafted in 18ct rose and white gold.",REPLACE,1,REPLACE,"pave,classic,, Pink Kimberley Diamonds, LPC, PC - Pink Champagne, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Harper Necklace",Necklaces,2794.00,https://samsgroup.info/pim-images/PKP-RDMMB1809.jpg,"18ct Rose & White Gold = 4.68gm<br>Pink Round Brilliant Cut 8 = 0.30ct LPC/SIAV<br>Emerald Cut 8 = 0.96ct F/VS<br>incl. 18ct White Gold Chain = 1.46gm 45cm<br>",16495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDMMB1809.jpg;https://samsgroup.info/pim-images/PKP-RDMMB1809_4.jpg;https://samsgroup.info/pim-images/PKP-RDMMB1809_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,LPC,deny,shopify,manual
PKP-RDMMB2201,kimberley-symphony-by-the-sea-necklace-pkp-rdmmb2201,MERGE,"An exquisite art deco designed necklace featuring gorgeous Argyle pink diamonds and fine brilliant white diamonds and crafted in 18ct rose and white gold.",REPLACE,1,REPLACE,"Prestige,PK-set,, Pink Kimberley Diamonds, 6P, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Symphony By The Sea Necklace",Necklaces,5832.02,https://samsgroup.info/pim-images/PKP-RDMMB2201.jpg,"18ct Rose & White Gold = 7.22gm<br>Pink Round Brilliant Cut 8 = 0.04ct 6P/SIAV<br>Pink Round Brilliant Cut 20 = 0.41ct 6P/SIAV<br>Round Brilliant Cut 27 = 0.61ct F/VS<br>incl. 18ct White Gold Chain = 3.76gm 45cm<br>",43995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDMMB2201.jpg;https://samsgroup.info/pim-images/PKP-RDMMB2201_4.jpg;https://samsgroup.info/pim-images/PKP-RDMMB2201_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,6P,deny,shopify,manual
PKP-RDMMB2401,kimberley-odyssey-necklace-pkp-rdmmb2401,MERGE,"An exquisite art deco designed necklace featuring gorgeous Argyle pink diamonds with brilliant round and baguette cut white diamonds and crafted in 18ct rose and white gold.",REPLACE,1,REPLACE,"Prestige,, Pink Kimberley Diamonds, 6P, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Odyssey Necklace",Necklaces,10327.17,https://samsgroup.info/pim-images/PKP-RDMMB2401.jpg,"18ct Rose & White Gold = 6.86gm<br>Pink Round Brilliant Cut 41 = 0.52ct 6P/SIAV<br>Baguette Cut 13 = 1.25ct F/VS<br>Round Brilliant Cut 61 = 0.93ct F/VS<br>incl. 18ct White Gold Chain = 4.71gm 41cm<br>",66495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDMMB2401.jpg;https://samsgroup.info/pim-images/PKP-RDMMB2401_4.jpg;https://samsgroup.info/pim-images/PKP-RDMMB2401_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,6P,deny,shopify,manual
PKP-RDMMB2501,kimberley-fantasia-necklace-pkp-rdmmb2501,MERGE,"A lovely circle necklace that features glacier-like pear shaped white diamonds intermixed with gentle Argyle pink diamonds. This necklace is crafted in 18ct rose and white gold.",REPLACE,1,REPLACE,"PK-set,halo,bloom,floral,, Pink Kimberley Diamonds, 6P, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Fantasia Necklace",Necklaces,7538.78,https://samsgroup.info/pim-images/PKP-RDMMB2501.jpg,"18ct Rose & White Gold = 3.87gm<br>Pink Round Brilliant Cut 9 = 0.35ct 6P/SIAV<br>Pear Cut 9 = 0.80ct F/VS<br>",54995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDMMB2501.jpg;https://samsgroup.info/pim-images/PKP-RDMMB2501_4.jpg;https://samsgroup.info/pim-images/PKP-RDMMB2501_5.jpg;https://samsgroup.info/pim-images/PKP-RDMMB2501_6.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,6P,deny,shopify,manual
PKP-RDMMB2502,kimberley-fantasia-necklace-pkp-rdmmb2502,MERGE,"A lovely circle necklace that features glacier-like pear shaped white diamonds intermixed with gentle Argyle pink diamonds. This necklace is crafted in 18ct rose and white gold.",REPLACE,4,REPLACE,"PK-set,halo,bloom,floral,, Pink Kimberley Diamonds, FLP, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Fantasia Necklace",Necklaces,3570.08,https://samsgroup.info/pim-images/PKP-RDMMB2502.jpg,"18ct Rose & White Gold = 3.96gm<br>Pink Round Brilliant Cut 9 = 0.39ct FLP/SIAV<br>Pear Cut 9 = 0.80ct F/VS<br>",23995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDMMB2502.jpg;https://samsgroup.info/pim-images/PKP-RDMMB2502_4.jpg;https://samsgroup.info/pim-images/PKP-RDMMB2502_5.jpg;https://samsgroup.info/pim-images/PKP-RDMMB2502_6.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKP-RDMMB2601,kimberley-yuri-necklace-pkp-rdmmb2601,MERGE,"The Yuri Necklace is an elegant drop style pendant showcasing two teardrops decorated with pink and white diamonds, placed on a delicate chain.
",REPLACE,2,REPLACE,"pk-set,pk christmas

, Pink Kimberley Diamonds, FLP, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Yuri Necklace",Necklaces,1456.45,https://samsgroup.info/pim-images/PKP-RDMMB2601.jpg,"18ct Rose & White Gold = 4.78gm<br>Pink Round Brilliant Cut 14 = 0.06ct FLP/SIAV<br>Pink Round Brilliant Cut 5 = 0.05ct FLP/SIAV<br>Round Brilliant Cut 45 = 0.34ct F/VS<br>incl. 18ct White Gold Chain = 1.71gm 46cm<br>",6995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDMMB2601.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKP-RDMSB0303,kimberley-steadfast-heart-necklace-pkp-rdmsb0303,MERGE,"An iconic style, adorned with amazing display of spectacular Argyle pink diamonds. Set in 18ct rose and white gold.",REPLACE,1,REPLACE,"halo,classic,, Pink Kimberley Diamonds, FLP, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Steadfast Heart Necklace",Necklaces,2294.54,https://samsgroup.info/pim-images/PKP-RDMSB0303.jpg,"18ct Rose & White Gold = 4.37gm<br>Pink Round Brilliant Cut 34 = 0.46ct FLP/SIAV<br>incl. 18ct White Gold Chain = 1.73gm 45cm<br>",11495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDMSB0303.jpg;https://samsgroup.info/pim-images/PKP-RDMSB0303_4.jpg;https://samsgroup.info/pim-images/PKP-RDMSB0303_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKP-RDMSB0305,kimberley-steadfast-heart-necklace-pkp-rdmsb0305,MERGE,"An iconic style, adorned with amazing display of spectacular Argyle pink diamonds. Set in 18ct rose and white gold.",REPLACE,1,REPLACE,"halo,classic,,pk christmas
, Pink Kimberley Diamonds, 7P, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Steadfast Heart Necklace",Necklaces,6991.42,https://samsgroup.info/pim-images/PKP-RDMSB0305.jpg,"18ct Rose & White Gold = 4.32gm<br>Pink Round Brilliant Cut 34 = 0.47ct 7P/SIAV<br>incl. 18ct WG Chain = 1.69gm 47cm<br>incl. 18ct White Gold Chain = 1.69gm 47cm<br>",32995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDMSB0305.jpg;https://samsgroup.info/pim-images/PKP-RDMSB0305_4.jpg;https://samsgroup.info/pim-images/PKP-RDMSB0305_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,7P,deny,shopify,manual
PKP-RDMSB0403,kimberley-love-never-fails-necklace-pkp-rdmsb0403,MERGE,"An iconic style, adorned with amazing display of spectacular Argyle pink diamonds. Set in 18ct rose and white gold.",REPLACE,1,REPLACE,"halo,classic,, Pink Kimberley Diamonds, 6PR, PR - Pink Rose, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Love Never Fails Necklace",Necklaces,2386.06,https://samsgroup.info/pim-images/PKP-RDMSB0403.jpg,"18ct Rose & White Gold = 4.13gm<br>Pink Round Brilliant Cut 7 = 0.05ct 6PR/SIAV<br>Pink Round Brilliant Cut 21 = 0.50ct 6PR/SIAV<br>incl. 18ct White Gold Chain = 1.47gm 45cm<br>",31995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDMSB0403.jpg;https://samsgroup.info/pim-images/PKP-RDMSB0403_4.jpg;https://samsgroup.info/pim-images/PKP-RDMSB0403_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,6PR,deny,shopify,manual
PKP-RDMSB0407,kimberley-love-never-fails-necklace-pkp-rdmsb0407,MERGE,"An iconic style, adorned with amazing display of spectacular Argyle pink diamonds. Set in 18ct rose and white gold.",REPLACE,1,REPLACE,"halo,classic,, Pink Kimberley Diamonds, 7P, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Love Never Fails Necklace",Necklaces,6508.52,https://samsgroup.info/pim-images/PKP-RDMSB0407.jpg,"18ct Rose & White Gold = 1.69gm<br>Pink Round Brilliant Cut 3 = 0.13ct 7P/SIAV<br>Pink Round Brilliant Cut 18 = 0.38ct 7P/SIAV<br>Pink Round Brilliant Cut 7 = 0.05ct 7P/SIAV<br>incl. 18ct White Gold Chain = 1.69gm 45cm<br>",45495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDMSB0407.jpg;https://samsgroup.info/pim-images/PKP-RDMSB0407_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,7P,deny,shopify,manual
PKP-RDMSB0502,kimberley-splendour-de-les-fleurs-necklace-pkp-rdmsb0502,MERGE,"A beautiful Necklace featuring a round cut Argyle pink diamond, enhanced by surrounding white diamonds, set in 18ct gold.",REPLACE,1,REPLACE,"PK-set,classic,floral,, Pink Kimberley Diamonds, 7P, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Splendour De Les Fleurs Necklace",Necklaces,4373.18,https://samsgroup.info/pim-images/PKP-RDMSB0502.jpg,"18ct Rose & White Gold = 3.86gm<br>Pink Round Brilliant Cut 1 = 0.04ct 7P/SIAV<br>Pink Round Brilliant Cut 4 = 0.10ct 7P/SIAV<br>Pear Cut 4 = 0.76ct F/VS<br>incl. 18ct White Gold Chain = 1.46gm 45cm<br>",26995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDMSB0502.jpg;https://samsgroup.info/pim-images/PKP-RDMSB0502_4.jpg;https://samsgroup.info/pim-images/PKP-RDMSB0502_5.jpg;https://samsgroup.info/pim-images/PKP-RDMSB0502_6.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,7P,deny,shopify,manual
PKP-RDMSB0503,kimberley-splendour-de-les-fleurs-necklace-pkp-rdmsb0503,MERGE,"A beautiful Necklace featuring a round cut Argyle pink diamond, enhanced by surrounding white diamonds, set in 18ct gold.",REPLACE,2,REPLACE,"PK-set,classic,floral,, Pink Kimberley Diamonds, FLP, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Splendour De Les Fleurs Necklace",Necklaces,3151.00,https://samsgroup.info/pim-images/PKP-RDMSB0503.jpg,"18ct Rose & White Gold = 3.58gm<br>Pink Round Brilliant Cut 1 = 0.04ct FLP/SIAV<br>Pink Round Brilliant Cut 4 = 0.09ct FLP/SIAV<br>Pear Cut 4 = 0.76ct F/VS<br>incl. 18ct White Gold Chain = 1.46gm 45cm<br>",18995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDMSB0503.jpg;https://samsgroup.info/pim-images/PKP-RDMSB0503_4.jpg;https://samsgroup.info/pim-images/PKP-RDMSB0503_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKP-RDMSB0601,kimberley-spring-magnolia-necklace-pkp-rdmsb0601,MERGE,"A stunning Necklace that combines clear and sparkly emerald cut white diamonds and round Argyle pink diamonds. Showcased in the centre, our Fancy Light Pink Argyle diamond is surrounded by four other Argyle pink diamonds on each corner. Comes with an 18ct White gold chain and crafted with a mixture of 18ct Rose and White Gold.",REPLACE,1,REPLACE,"floral, pk-set, bloom
, Pink Kimberley Diamonds, FLP, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Spring Magnolia Necklace",Necklaces,3103.11,https://samsgroup.info/pim-images/PKP-RDMSB0601.jpg,"18ct Rose & White Gold = 3.57gm<br>Pink Round Brilliant Cut 1 = 0.06ct FLP/SIAV<br>Pink Round Brilliant Cut 4 = 0.13ct FLP/SIAV<br>Emerald Cut 4 = 0.78ct F/VS<br>incl. 18ct White Gold Chain = 1.46gm 45cm<br>",18995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDMSB0601.jpg;https://samsgroup.info/pim-images/PKP-RDMSB0601_4.jpg;https://samsgroup.info/pim-images/PKP-RDMSB0601_5.jpg;https://samsgroup.info/pim-images/PKP-RDMSB0601_6.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKP-RDMSB0603,kimberley-spring-magnolia-necklace-pkp-rdmsb0603,MERGE,"This gorgeous necklace features round cut Argyle pink diamonds and emerald cut white diamonds, in a floral arrangement. Set in 18ct Rose & White Gold.",REPLACE,2,REPLACE,"PK-set,classic,floral,, Pink Kimberley Diamonds, FLP, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Spring Magnolia Necklace",Necklaces,3290.63,https://samsgroup.info/pim-images/PKP-RDMSB0603.jpg,"18ct Rose & White Gold = 3.29gm<br>Pink Round Brilliant Cut 5 = 0.18ct FLP/SIAV<br>Emerald Cut 4 = 0.76ct F/VS<br>incl. 18ct White Gold Chain = 1.46gm 45cm<br>",14995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDMSB0603.jpg;https://samsgroup.info/pim-images/PKP-RDMSB0603_4.jpg;https://samsgroup.info/pim-images/PKP-RDMSB0603_5.jpg;https://samsgroup.info/pim-images/PKP-RDMSB0603_6.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKP-RDMSB0702,kimberley-lamour-des-fleurs-necklace-pkp-rdmsb0702,MERGE,"A glamourous necklace featuring an Argyle pink diamond, surrounded by heart shaped white diamonds, set in 18ct gold.",REPLACE,1,REPLACE,"floral, pk-set, bloom
, Pink Kimberley Diamonds, 7P, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Lamour Des Fleurs Necklace",Necklaces,3985.91,https://samsgroup.info/pim-images/PKP-RDMSB0702.jpg,"18ct Rose & White Gold = 3.51gm<br>Pink Round Brilliant Cut 4 = 0.04ct 7P/SIAV<br>Pink Round Brilliant Cut 1 = 0.04ct 7P/SIAV<br>Heart Cut 4 = 0.79ct F/VS<br>incl. 18ct White Gold Chain = 1.46gm 45cm<br>",24495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDMSB0702.jpg;https://samsgroup.info/pim-images/PKP-RDMSB0702_4.jpg;https://samsgroup.info/pim-images/PKP-RDMSB0702_5.jpg;https://samsgroup.info/pim-images/PKP-RDMSB0702_6.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,7P,deny,shopify,manual
PKP-RDMSB0703,kimberley-lamour-des-fleurs-necklace-pkp-rdmsb0703,MERGE,"A glamourous necklace featuring an Argyle pink diamond, surrounded by heart shaped white diamonds, set in 18ct gold.",REPLACE,1,REPLACE,"floral, pk-set, bloom
, Pink Kimberley Diamonds, FLP, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Lamour Des Fleurs Necklace",Necklaces,3404.72,https://samsgroup.info/pim-images/PKP-RDMSB0703.jpg,"18ct Rose & White Gold = 3.42gm<br>Pink Round Brilliant Cut 5 = 0.08ct FLP/SIAV<br>Heart Cut 4 = 0.82ct F/VS<br>incl. 18ct White Gold Chain = 1.46gm 45cm<br>",15495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDMSB0703.jpg;https://samsgroup.info/pim-images/PKP-RDMSB0703_4.jpg;https://samsgroup.info/pim-images/PKP-RDMSB0703_5.jpg;https://samsgroup.info/pim-images/PKP-RDMSB0703_6.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKP-RDMSB0801,kimberley-bimbimbie-necklace-pkp-rdmsb0801,MERGE,"Elevate your style with this stunning pendant adorned with a circle of exquisite baguette cut white diamonds gracefully nestled between two rows of rare Argyle pink diamonds for added sparkle and luxury.",REPLACE,1,REPLACE,"PK-set,halo,, Pink Kimberley Diamonds, 7P, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Bimbimbie Necklace",Necklaces,4186.02,https://samsgroup.info/pim-images/PKP-RDMSB0801.jpg,"18ct Rose & White Gold = 4.65gm<br>Pink Round Brilliant Cut 82 = 0.26ct 7P/SIAV<br>Round Brilliant Cut 5 = 0.03ct F/VS<br>Baguette Cut 16 = 0.36ct F/VS<br>Trapezoid Cut 16 = 0.39ct F/VS<br>incl. 18ct White Gold Chain = 1.68gm 46cm<br>",21495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDMSB0801.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,7P,deny,shopify,manual
PKP-RDMSB0901,kimberley-kyra-necklace-pkp-rdmsb0901,MERGE,"Introducing the Kyra Necklace, a captivating piece that elegantly combines sophistication and grace. The focal point of this exquisite necklace is a dazzling circle pendant, meticulously crafted to showcase the beauty of white and pink Argyle diamonds.",REPLACE,1,REPLACE,"pave,halo,, Pink Kimberley Diamonds, FLP, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Kyra Necklace",Necklaces,2023.26,https://samsgroup.info/pim-images/PKP-RDMSB0901.jpg,"18ct Rose & White Gold = 4.38gm<br>Pink Round Brilliant Cut 10 = 0.21ct FLP/SIAV<br>Round Brilliant Cut 5 = 0.03ct F/VS<br>Baguette Cut 10 = 0.41ct F/VS<br>incl. 18ct White Gold Chain = 1.65gm 46cm<br>",9495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDMSB0901.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKP-RDMSB1001,kimberley-cyra-necklace-pkp-rdmsb1001,MERGE,"Introducing the Cyra Necklace, a true embodiment of modern sophistication and luxurious craftsmanship. The centerpiece of this exquisite necklace is a mesmerising circle pendant, adorned with a captivating arrangement of white and pink Argyle diamonds.",REPLACE,1,REPLACE,"pave,halo,,pk christmas
, Pink Kimberley Diamonds, FLP, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Kimberley Cyra Necklace",Necklaces,2186.75,https://samsgroup.info/pim-images/PKP-RDMSB1001.jpg,"18ct Rose & White Gold = 4.13gm<br>Pink Round Brilliant Cut 10 = 0.29ct FLP/SIAV<br>Round Brilliant Cut 5 = 0.04ct F/VS<br>Princess Cut 10 = 0.43ct F/VS<br>incl. 18ct White Gold Chain = 1.68gm 46cm<br>",10495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDMSB1001.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKP-RDPMW0101,kimberley-rumi-necklace-pkp-rdpmw0101,MERGE,"A single beautiful round brilliant cut Argyle diamond surrounded by fine white diamonds, set above a luminous white South Sea pearl. Crafted in 18ct white gold.",REPLACE,1,REPLACE,"pearl
, Pink Kimberley Diamonds, 5P, P - Pink, Round, SI, Necklaces, Necklaces, White Gold Metal, ","Kimberley Rumi Necklace",Necklaces,3375.38,https://samsgroup.info/pim-images/PKP-RDPMW0101.jpg,"18ct White Gold = 1.35gm<br>Pink Round Brilliant Cut 1 = 0.05ct 5P/SI<br>Pear 2 = 0.22ct G/SI<br>Round Brilliant Cut 7 = 0.33ct G/SI<br>Near Round South Sea Pearl 11.20-11.45mm<br>",22495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKP-RDPMW0101.jpg;https://samsgroup.info/pim-images/PKP-RDPMW0101_4.jpg;https://samsgroup.info/pim-images/PKP-RDPMW0101_5.jpg;https://samsgroup.info/pim-images/PKP-RDPMW0101_6.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,5P,deny,shopify,manual
